Destination,Origin,Orig_x,Orig_y,Population,Dest_x,Dest_y,iso_n3_d
Gabon,DRC,21.758664,-4.038333,76,11.609444,-0.803689,266
Gabon,CAR,20.939444,6.611111,38,11.609444,-0.803689,266
Gabon,Sao Tome and Principe,6.613081,0.18636,26,11.609444,-0.803689,266
Gabon,Togo,0.824782,8.619543,15,11.609444,-0.803689,266
Gabon,Mauritania,-10.940835,21.00789,8,11.609444,-0.803689,266
Gabon,Burundi,29.918886,-3.373056,7,11.609444,-0.803689,266
Gambia,Senegal,-14.452362,14.497401,8017,-15.310139,13.443182,270
Gambia,C̫te d'Ivoire,-5.54708,7.539989,202,-15.310139,13.443182,270
Gambia,Sierra Leone,-11.779889,8.460555,122,-15.310139,13.443182,270
Gambia,DRC,21.758664,-4.038333,67,-15.310139,13.443182,270
Gambia,Liberia,-9.429499,6.428055,23,-15.310139,13.443182,270
Gambia,Togo,0.824782,8.619543,23,-15.310139,13.443182,270
Gambia,Congo,15.827659,-0.228021,13,-15.310139,13.443182,270
Gambia,Guinea-Bissau,-15.180413,11.803749,13,-15.310139,13.443182,270
Georgia,Ukraine,31.16558,48.379433,635,43.356892,42.315407,268
Georgia,Iraq,43.679291,33.223191,591,43.356892,42.315407,268
Germany,Syria,38.996815,34.802075,513976,10.451526,51.165691,276
Germany,Iraq,43.679291,33.223191,133968,10.451526,51.165691,276
Germany,Afghanistan,67.709953,33.93911,116664,10.451526,51.165691,276
Germany,Eritrea,39.782334,15.179384,53149,10.451526,51.165691,276
Germany,Iran,53.688046,32.427908,39997,10.451526,51.165691,276
Germany,Turkey,35.243322,38.963745,22684,10.451526,51.165691,276
Germany,Somalia,46.199616,5.152149,22031,10.451526,51.165691,276
Germany,Serb. & Kos.: S/RES/1244 (1999),21.005859,44.016521,9173,10.451526,51.165691,276
Germany,Russia,105.318756,61.52401,7665,10.451526,51.165691,276
Germany,Pakistan,69.345116,30.375321,7121,10.451526,51.165691,276
Ghana,C̫te d'Ivoire,-5.54708,7.539989,6645,-1.023194,7.946527,288
Ghana,Togo,0.824782,8.619543,3430,-1.023194,7.946527,288
Ghana,Liberia,-9.429499,6.428055,735,-1.023194,7.946527,288
Ghana,Sudan,30.217636,12.862807,407,-1.023194,7.946527,288
Ghana,Syria,38.996815,34.802075,151,-1.023194,7.946527,288
Ghana,CAR,20.939444,6.611111,116,-1.023194,7.946527,288
Ghana,Sierra Leone,-11.779889,8.460555,88,-1.023194,7.946527,288
Ghana,Eritrea,39.782334,15.179384,69,-1.023194,7.946527,288
Ghana,Somalia,46.199616,5.152149,62,-1.023194,7.946527,288
Ghana,DRC,21.758664,-4.038333,43,-1.023194,7.946527,288
Greece,Syria,38.996815,34.802075,21835,21.824312,39.074208,300
Greece,Iraq,43.679291,33.223191,9354,21.824312,39.074208,300
Greece,Afghanistan,67.709953,33.93911,6722,21.824312,39.074208,300
Greece,Iran,53.688046,32.427908,1311,21.824312,39.074208,300
Greece,Palestine,34.308825,31.354676,891,21.824312,39.074208,300
Greece,Eritrea,39.782334,15.179384,815,21.824312,39.074208,300
Greece,Pakistan,69.345116,30.375321,810,21.824312,39.074208,300
Greece,Somalia,46.199616,5.152149,550,21.824312,39.074208,300
Greece,DRC,21.758664,-4.038333,449,21.824312,39.074208,300
Greece,Sudan,30.217636,12.862807,427,21.824312,39.074208,300
Guatemala,El Salvador,-88.89653,13.794185,216,-90.230759,15.783471,320
Guatemala,Nicaragua,-85.207229,12.865416,100,-90.230759,15.783471,320
Guatemala,Honduras,-86.241905,15.199999,39,-90.230759,15.783471,320
Guatemala,Venezuela (Bolivarian Republic of),-66.58973,6.42375,17,-90.230759,15.783471,320
Guatemala,Colombia,-74.297333,4.570868,8,-90.230759,15.783471,320
Guinea,C̫te d'Ivoire,-5.54708,7.539989,4242,-9.696645,9.945587,324
Guinea,Liberia,-9.429499,6.428055,306,-9.696645,9.945587,324
Guinea,Sierra Leone,-11.779889,8.460555,216,-9.696645,9.945587,324
Guinea,DRC,21.758664,-4.038333,38,-9.696645,9.945587,324
Guinea,CAR,20.939444,6.611111,37,-9.696645,9.945587,324
Guinea,Congo,15.827659,-0.228021,12,-9.696645,9.945587,324
Guinea,Rwanda,29.873888,-1.940278,10,-9.696645,9.945587,324
Guinea,Sri Lanka,80.771797,7.873054,8,-9.696645,9.945587,324
Guinea,Togo,0.824782,8.619543,8,-9.696645,9.945587,324
Guinea,Nigeria,8.675277,9.081999,7,-9.696645,9.945587,324
Guinea Bissau,Senegal,-14.452362,14.497401,10000,-15.180413,11.803749,624
Guinea Bissau,C̫te d'Ivoire,-5.54708,7.539989,16,-15.180413,11.803749,624
Guinea Bissau,Sierra Leone,-11.779889,8.460555,12,-15.180413,11.803749,624
Guinea Bissau,Burundi,29.918886,-3.373056,11,-15.180413,11.803749,624
Guinea Bissau,Guinea,-9.696645,9.945587,10,-15.180413,11.803749,624
Guinea Bissau,Gambia,-15.310139,13.443182,6,-15.180413,11.803749,624
Guinea Bissau,DRC,21.758664,-4.038333,5,-15.180413,11.803749,624
Guinea Bissau,Liberia,-9.429499,6.428055,5,-15.180413,11.803749,624
Guyana,DRC,21.758664,-4.038333,7,-58.93018,4.860416,328
Honduras,El Salvador,-88.89653,13.794185,11,-86.241905,15.199999,340
Honduras,Nicaragua,-85.207229,12.865416,6,-86.241905,15.199999,340
Honduras,Venezuela (Bolivarian Republic of),-66.58973,6.42375,6,-86.241905,15.199999,340
Hong Kong S.A.R.,Rwanda,29.873888,-1.940278,24,114.109497,22.396428,344
Hong Kong S.A.R.,Somalia,46.199616,5.152149,22,114.109497,22.396428,344
Hong Kong S.A.R.,Sri Lanka,80.771797,7.873054,20,114.109497,22.396428,344
Hong Kong S.A.R.,Pakistan,69.345116,30.375321,8,114.109497,22.396428,344
Hong Kong S.A.R.,Indonesia,113.921327,-0.789275,5,114.109497,22.396428,344
Hungary,Afghanistan,67.709953,33.93911,1535,19.503304,47.162494,348
Hungary,Syria,38.996815,34.802075,970,19.503304,47.162494,348
Hungary,Iraq,43.679291,33.223191,683,19.503304,47.162494,348
Hungary,Somalia,46.199616,5.152149,654,19.503304,47.162494,348
Hungary,Iran,53.688046,32.427908,168,19.503304,47.162494,348
Hungary,Palestine,34.308825,31.354676,92,19.503304,47.162494,348
Hungary,Cuba,-77.781167,21.521757,79,19.503304,47.162494,348
Hungary,Sudan,30.217636,12.862807,68,19.503304,47.162494,348
Hungary,Georgia,43.356892,42.315407,61,19.503304,47.162494,348
Hungary,Nigeria,8.675277,9.081999,56,19.503304,47.162494,348
Iceland,Iraq,43.679291,33.223191,87,-19.020835,64.963051,352
Iceland,Syria,38.996815,34.802075,68,-19.020835,64.963051,352
Iceland,Afghanistan,67.709953,33.93911,50,-19.020835,64.963051,352
Iceland,Iran,53.688046,32.427908,40,-19.020835,64.963051,352
Iceland,Somalia,46.199616,5.152149,20,-19.020835,64.963051,352
Iceland,Ukraine,31.16558,48.379433,17,-19.020835,64.963051,352
Iceland,Pakistan,69.345116,30.375321,16,-19.020835,64.963051,352
Iceland,El Salvador,-88.89653,13.794185,12,-19.020835,64.963051,352
Iceland,Eritrea,39.782334,15.179384,11,-19.020835,64.963051,352
Iceland,Palestine,34.308825,31.354676,11,-19.020835,64.963051,352
India,China,104.195397,35.86166,108008,78.96288,20.593684,356
India,Sri Lanka,80.771797,7.873054,61313,78.96288,20.593684,356
India,Myanmar,95.956223,21.913965,18648,78.96288,20.593684,356
India,Afghanistan,67.709953,33.93911,7600,78.96288,20.593684,356
India,Somalia,46.199616,5.152149,660,78.96288,20.593684,356
India,Iraq,43.679291,33.223191,307,78.96288,20.593684,356
India,Syria,38.996815,34.802075,88,78.96288,20.593684,356
India,Sudan,30.217636,12.862807,84,78.96288,20.593684,356
India,Palestine,34.308825,31.354676,75,78.96288,20.593684,356
India,Iran,53.688046,32.427908,59,78.96288,20.593684,356
Indonesia,Afghanistan,67.709953,33.93911,6189,113.921327,-0.789275,360
Indonesia,Somalia,46.199616,5.152149,1156,113.921327,-0.789275,360
Indonesia,Myanmar,95.956223,21.913965,753,113.921327,-0.789275,360
Indonesia,Iraq,43.679291,33.223191,620,113.921327,-0.789275,360
Indonesia,Sri Lanka,80.771797,7.873054,418,113.921327,-0.789275,360
Indonesia,Palestine,34.308825,31.354676,392,113.921327,-0.789275,360
Indonesia,Sudan,30.217636,12.862807,388,113.921327,-0.789275,360
Indonesia,Pakistan,69.345116,30.375321,373,113.921327,-0.789275,360
Indonesia,Iran,53.688046,32.427908,308,113.921327,-0.789275,360
Indonesia,Ethiopia,40.489673,9.145,159,113.921327,-0.789275,360
Iran,Afghanistan,67.709953,33.93911,951142,53.688046,32.427908,364
Iran,Iraq,43.679291,33.223191,28268,53.688046,32.427908,364
Iran,Pakistan,69.345116,30.375321,10,53.688046,32.427908,364
Iran,Kuwait,47.481766,29.31166,8,53.688046,32.427908,364
Iran,Uzbekistan,64.585262,41.377491,7,53.688046,32.427908,364
Iraq,Syria,38.996815,34.802075,251157,43.679291,33.223191,368
Iraq,Turkey,35.243322,38.963745,15556,43.679291,33.223191,368
Iraq,Palestine,34.308825,31.354676,7947,43.679291,33.223191,368
Iraq,Iran,53.688046,32.427908,7152,43.679291,33.223191,368
Iraq,Sudan,30.217636,12.862807,66,43.679291,33.223191,368
Iraq,Afghanistan,67.709953,33.93911,10,43.679291,33.223191,368
Iraq,Jordan,36.238414,30.585164,9,43.679291,33.223191,368
Ireland,Syria,38.996815,34.802075,718,-8.24389,53.41291,372
Ireland,Iraq,43.679291,33.223191,491,-8.24389,53.41291,372
Ireland,Somalia,46.199616,5.152149,480,-8.24389,53.41291,372
Ireland,Nigeria,8.675277,9.081999,421,-8.24389,53.41291,372
Ireland,DRC,21.758664,-4.038333,396,-8.24389,53.41291,372
Ireland,Libya,17.228331,26.3351,255,-8.24389,53.41291,372
Ireland,Zimbabwe,29.154857,-19.015438,252,-8.24389,53.41291,372
Ireland,Angola,17.873887,-11.202692,236,-8.24389,53.41291,372
Ireland,Afghanistan,67.709953,33.93911,230,-8.24389,53.41291,372
Ireland,Serb. & Kos.: S/RES/1244 (1999),21.005859,44.016521,200,-8.24389,53.41291,372
Israel,Eritrea,39.782334,15.179384,15303,34.851612,31.046051,376
Israel,Sudan,30.217636,12.862807,2175,34.851612,31.046051,376
Israel,DRC,21.758664,-4.038333,209,34.851612,31.046051,376
Israel,South Sudan,30,8,126,34.851612,31.046051,376
Israel,Ethiopia,40.489673,9.145,89,34.851612,31.046051,376
Israel,Iraq,43.679291,33.223191,10,34.851612,31.046051,376
Israel,Iran,53.688046,32.427908,6,34.851612,31.046051,376
Italy,Nigeria,8.675277,9.081999,20660,12.56738,41.87194,380
Italy,Pakistan,69.345116,30.375321,17247,12.56738,41.87194,380
Italy,Afghanistan,67.709953,33.93911,17077,12.56738,41.87194,380
Italy,Somalia,46.199616,5.152149,14547,12.56738,41.87194,380
Italy,Mali,-3.996166,17.570692,14309,12.56738,41.87194,380
Italy,Gambia,-15.310139,13.443182,11840,12.56738,41.87194,380
Italy,Bangladesh,90.356331,23.684994,7688,12.56738,41.87194,380
Italy,Eritrea,39.782334,15.179384,7283,12.56738,41.87194,380
Italy,Senegal,-14.452362,14.497401,7152,12.56738,41.87194,380
Italy,C̫te d'Ivoire,-5.54708,7.539989,6949,12.56738,41.87194,380
Ivory Coast,Liberia,-9.429499,6.428055,899,-5.54708,7.539989,384
Ivory Coast,CAR,20.939444,6.611111,409,-5.54708,7.539989,384
Ivory Coast,DRC,21.758664,-4.038333,117,-5.54708,7.539989,384
Ivory Coast,Syria,38.996815,34.802075,74,-5.54708,7.539989,384
Ivory Coast,Congo,15.827659,-0.228021,52,-5.54708,7.539989,384
Ivory Coast,Rwanda,29.873888,-1.940278,46,-5.54708,7.539989,384
Ivory Coast,Burundi,29.918886,-3.373056,34,-5.54708,7.539989,384
Ivory Coast,Turkey,35.243322,38.963745,20,-5.54708,7.539989,384
Ivory Coast,Togo,0.824782,8.619543,15,-5.54708,7.539989,384
Ivory Coast,Sudan,30.217636,12.862807,9,-5.54708,7.539989,384
Jamaica,Haiti,-72.285215,18.971187,8,-77.297508,18.109581,388
Japan,Myanmar,95.956223,21.913965,1255,138.252924,36.204824,392
Japan,Syria,38.996815,34.802075,247,138.252924,36.204824,392
Japan,China,104.195397,35.86166,73,138.252924,36.204824,392
Japan,Turkey,35.243322,38.963745,60,138.252924,36.204824,392
Japan,Sri Lanka,80.771797,7.873054,54,138.252924,36.204824,392
Japan,Afghanistan,67.709953,33.93911,53,138.252924,36.204824,392
Japan,Pakistan,69.345116,30.375321,34,138.252924,36.204824,392
Japan,Bangladesh,90.356331,23.684994,27,138.252924,36.204824,392
Japan,Ethiopia,40.489673,9.145,27,138.252924,36.204824,392
Japan,Cameroon,12.354722,7.369722,16,138.252924,36.204824,392
Jordan,Syria,38.996815,34.802075,667186,36.238414,30.585164,400
Jordan,Iraq,43.679291,33.223191,34362,36.238414,30.585164,400
Jordan,Sudan,30.217636,12.862807,2670,36.238414,30.585164,400
Jordan,Somalia,46.199616,5.152149,692,36.238414,30.585164,400
Jordan,Yemen,48.516388,15.552727,577,36.238414,30.585164,400
Jordan,Egypt,30.802498,26.820553,90,36.238414,30.585164,400
Jordan,Eritrea,39.782334,15.179384,28,36.238414,30.585164,400
Jordan,Libya,17.228331,26.3351,26,36.238414,30.585164,400
Jordan,Russia,105.318756,61.52401,26,36.238414,30.585164,400
Jordan,South Sudan,30,8,12,36.238414,30.585164,400
Kazakhstan,Afghanistan,67.709953,33.93911,548,66.923684,48.019573,398
Kazakhstan,Syria,38.996815,34.802075,15,66.923684,48.019573,398
Kazakhstan,Uzbekistan,64.585262,41.377491,14,66.923684,48.019573,398
Kazakhstan,China,104.195397,35.86166,7,66.923684,48.019573,398
Kenya,Somalia,46.199616,5.152149,251430,37.906193,-0.023559,404
Kenya,South Sudan,30,8,114389,37.906193,-0.023559,404
Kenya,DRC,21.758664,-4.038333,19567,37.906193,-0.023559,404
Kenya,Ethiopia,40.489673,9.145,17261,37.906193,-0.023559,404
Kenya,Sudan,30.217636,12.862807,3084,37.906193,-0.023559,404
Kenya,Burundi,29.918886,-3.373056,2875,37.906193,-0.023559,404
Kenya,Eritrea,39.782334,15.179384,711,37.906193,-0.023559,404
Kenya,Uganda,32.290275,1.373333,646,37.906193,-0.023559,404
Kenya,Rwanda,29.873888,-1.940278,611,37.906193,-0.023559,404
Kenya,Yemen,48.516388,15.552727,67,37.906193,-0.023559,404
Kuwait,Iraq,43.679291,33.223191,328,47.481766,29.31166,414
Kuwait,Somalia,46.199616,5.152149,228,47.481766,29.31166,414
Kuwait,Syria,38.996815,34.802075,44,47.481766,29.31166,414
Kuwait,Iran,53.688046,32.427908,9,47.481766,29.31166,414
Kyrgyzstan,Afghanistan,67.709953,33.93911,225,74.766098,41.20438,417
Kyrgyzstan,Syria,38.996815,34.802075,80,74.766098,41.20438,417
Kyrgyzstan,Ukraine,31.16558,48.379433,23,74.766098,41.20438,417
Latvia,Syria,38.996815,34.802075,382,24.603189,56.879635,428
Latvia,Afghanistan,67.709953,33.93911,65,24.603189,56.879635,428
Latvia,Iraq,43.679291,33.223191,38,24.603189,56.879635,428
Latvia,Eritrea,39.782334,15.179384,37,24.603189,56.879635,428
Latvia,Iran,53.688046,32.427908,23,24.603189,56.879635,428
Latvia,Russia,105.318756,61.52401,23,24.603189,56.879635,428
Latvia,Turkey,35.243322,38.963745,18,24.603189,56.879635,428
Latvia,Uzbekistan,64.585262,41.377491,9,24.603189,56.879635,428
Latvia,Kyrgyzstan,74.766098,41.20438,8,24.603189,56.879635,428
Latvia,Azerbaijan,47.576927,40.143105,6,24.603189,56.879635,428
Lebanon,Syria,38.996815,34.802075,968083,35.862285,33.854721,422
Lebanon,Iraq,43.679291,33.223191,5441,35.862285,33.854721,422
Lebanon,Sudan,30.217636,12.862807,728,35.862285,33.854721,422
Lebanon,Egypt,30.802498,26.820553,73,35.862285,33.854721,422
Lebanon,South Sudan,30,8,41,35.862285,33.854721,422
Lebanon,Ethiopia,40.489673,9.145,38,35.862285,33.854721,422
Lebanon,Iran,53.688046,32.427908,33,35.862285,33.854721,422
Lebanon,Jordan,36.238414,30.585164,33,35.862285,33.854721,422
Lebanon,Bahrain,50.637772,25.930414,26,35.862285,33.854721,422
Lebanon,Eritrea,39.782334,15.179384,19,35.862285,33.854721,422
Lesotho,DRC,21.758664,-4.038333,49,28.233608,-29.609988,426
Lesotho,Ethiopia,40.489673,9.145,12,28.233608,-29.609988,426
Lesotho,Uganda,32.290275,1.373333,6,28.233608,-29.609988,426
Lesotho,Eritrea,39.782334,15.179384,5,28.233608,-29.609988,426
Lesotho,Zimbabwe,29.154857,-19.015438,5,28.233608,-29.609988,426
Liberia,C̫te d'Ivoire,-5.54708,7.539989,9466,-9.429499,6.428055,430
Liberia,Mali,-3.996166,17.570692,19,-9.429499,6.428055,430
Liberia,DRC,21.758664,-4.038333,10,-9.429499,6.428055,430
Liberia,Syria,38.996815,34.802075,7,-9.429499,6.428055,430
Liberia,Sudan,30.217636,12.862807,5,-9.429499,6.428055,430
Liberia,Togo,0.824782,8.619543,5,-9.429499,6.428055,430
Libya,Palestine,34.308825,31.354676,5303,17.228331,26.3351,434
Libya,Iraq,43.679291,33.223191,2461,17.228331,26.3351,434
Libya,Sudan,30.217636,12.862807,629,17.228331,26.3351,434
Libya,Eritrea,39.782334,15.179384,471,17.228331,26.3351,434
Libya,Syria,38.996815,34.802075,257,17.228331,26.3351,434
Libya,Somalia,46.199616,5.152149,143,17.228331,26.3351,434
Libya,Ethiopia,40.489673,9.145,24,17.228331,26.3351,434
Libya,Liberia,-9.429499,6.428055,22,17.228331,26.3351,434
Libya,Chad,18.732207,15.454166,20,17.228331,26.3351,434
Libya,DRC,21.758664,-4.038333,16,17.228331,26.3351,434
Liechtenstein,Serb. & Kos.: S/RES/1244 (1999),21.005859,44.016521,36,9.555373,47.166,438
Liechtenstein,Syria,38.996815,34.802075,32,9.555373,47.166,438
Liechtenstein,China,104.195397,35.86166,29,9.555373,47.166,438
Liechtenstein,Somalia,46.199616,5.152149,29,9.555373,47.166,438
Liechtenstein,Eritrea,39.782334,15.179384,12,9.555373,47.166,438
Liechtenstein,Armenia,45.038189,40.069099,8,9.555373,47.166,438
Liechtenstein,Iraq,43.679291,33.223191,7,9.555373,47.166,438
Liechtenstein,Ukraine,31.16558,48.379433,5,9.555373,47.166,438
Lithuania,Russia,105.318756,61.52401,643,23.881275,55.169438,440
Lithuania,Syria,38.996815,34.802075,415,23.881275,55.169438,440
Lithuania,Afghanistan,67.709953,33.93911,216,23.881275,55.169438,440
Lithuania,Ukraine,31.16558,48.379433,64,23.881275,55.169438,440
Lithuania,Iraq,43.679291,33.223191,58,23.881275,55.169438,440
Lithuania,Tajikistan,71.276093,38.861034,45,23.881275,55.169438,440
Lithuania,Eritrea,39.782334,15.179384,40,23.881275,55.169438,440
Lithuania,Belarus,27.953389,53.709807,35,23.881275,55.169438,440
Lithuania,Somalia,46.199616,5.152149,22,23.881275,55.169438,440
Lithuania,Turkey,35.243322,38.963745,19,23.881275,55.169438,440
Luxembourg,Syria,38.996815,34.802075,686,6.129583,49.815273,442
Luxembourg,Iraq,43.679291,33.223191,280,6.129583,49.815273,442
Luxembourg,Serb. & Kos.: S/RES/1244 (1999),21.005859,44.016521,265,6.129583,49.815273,442
Luxembourg,Iran,53.688046,32.427908,148,6.129583,49.815273,442
Luxembourg,Albania,20.168331,41.153332,82,6.129583,49.815273,442
Luxembourg,Eritrea,39.782334,15.179384,79,6.129583,49.815273,442
Luxembourg,Somalia,46.199616,5.152149,44,6.129583,49.815273,442
Luxembourg,Afghanistan,67.709953,33.93911,43,6.129583,49.815273,442
Luxembourg,Ethiopia,40.489673,9.145,43,6.129583,49.815273,442
Luxembourg,DRC,21.758664,-4.038333,38,6.129583,49.815273,442
Macedonia,Serb. & Kos.: S/RES/1244 (1999),21.005859,44.016521,394,21.745275,41.608635,807
Macedonia,Syria,38.996815,34.802075,17,21.745275,41.608635,807
Madagascar,Yemen,48.516388,15.552727,22,46.869107,-18.766947,450
Madagascar,Pakistan,69.345116,30.375321,12,46.869107,-18.766947,450
Malawi,DRC,21.758664,-4.038333,9134,34.301525,-13.254308,454
Malawi,Burundi,29.918886,-3.373056,2467,34.301525,-13.254308,454
Malawi,Rwanda,29.873888,-1.940278,1996,34.301525,-13.254308,454
Malawi,Somalia,46.199616,5.152149,49,34.301525,-13.254308,454
Malawi,Ethiopia,40.489673,9.145,5,34.301525,-13.254308,454
Malaysia,Myanmar,95.956223,21.913965,106385,101.975766,4.210484,458
Malaysia,Pakistan,69.345116,30.375321,1292,101.975766,4.210484,458
Malaysia,Sri Lanka,80.771797,7.873054,956,101.975766,4.210484,458
Malaysia,Somalia,46.199616,5.152149,917,101.975766,4.210484,458
Malaysia,Indonesia,113.921327,-0.789275,908,101.975766,4.210484,458
Malaysia,Afghanistan,67.709953,33.93911,493,101.975766,4.210484,458
Malaysia,Iraq,43.679291,33.223191,451,101.975766,4.210484,458
Malaysia,Syria,38.996815,34.802075,381,101.975766,4.210484,458
Malaysia,Palestine,34.308825,31.354676,226,101.975766,4.210484,458
Malaysia,Iran,53.688046,32.427908,197,101.975766,4.210484,458
Mali,Mauritania,-10.940835,21.00789,15318,-3.996166,17.570692,466
Mali,Burkina Faso,-1.561593,12.238333,7374,-3.996166,17.570692,466
Mali,CAR,20.939444,6.611111,824,-3.996166,17.570692,466
Mali,C̫te d'Ivoire,-5.54708,7.539989,550,-3.996166,17.570692,466
Mali,DRC,21.758664,-4.038333,233,-3.996166,17.570692,466
Mali,Congo,15.827659,-0.228021,23,-3.996166,17.570692,466
Mali,Togo,0.824782,8.619543,14,-3.996166,17.570692,466
Mali,Syria,38.996815,34.802075,9,-3.996166,17.570692,466
Mali,Rwanda,29.873888,-1.940278,8,-3.996166,17.570692,466
Mali,Burundi,29.918886,-3.373056,7,-3.996166,17.570692,466
Malta,Libya,17.228331,26.3351,2579,14.375416,35.937496,470
Malta,Somalia,46.199616,5.152149,1748,14.375416,35.937496,470
Malta,Syria,38.996815,34.802075,1391,14.375416,35.937496,470
Malta,Eritrea,39.782334,15.179384,709,14.375416,35.937496,470
Malta,Sudan,30.217636,12.862807,188,14.375416,35.937496,470
Malta,Ethiopia,40.489673,9.145,169,14.375416,35.937496,470
Malta,Ukraine,31.16558,48.379433,130,14.375416,35.937496,470
Malta,Nigeria,8.675277,9.081999,117,14.375416,35.937496,470
Malta,Iraq,43.679291,33.223191,76,14.375416,35.937496,470
Malta,Egypt,30.802498,26.820553,74,14.375416,35.937496,470
Mauritania,Mali,-3.996166,17.570692,56494,-10.940835,21.00789,478
Mauritania,Western Sahara,-12.885834,24.215527,26001,-10.940835,21.00789,478
Mauritania,CAR,20.939444,6.611111,560,-10.940835,21.00789,478
Mauritania,Syria,38.996815,34.802075,465,-10.940835,21.00789,478
Mauritania,C̫te d'Ivoire,-5.54708,7.539989,259,-10.940835,21.00789,478
Mauritania,Senegal,-14.452362,14.497401,66,-10.940835,21.00789,478
Mauritania,DRC,21.758664,-4.038333,43,-10.940835,21.00789,478
Mauritania,Palestine,34.308825,31.354676,40,-10.940835,21.00789,478
Mauritania,Iraq,43.679291,33.223191,37,-10.940835,21.00789,478
Mauritania,Togo,0.824782,8.619543,31,-10.940835,21.00789,478
Mexico,El Salvador,-88.89653,13.794185,3357,-102.552784,23.634501,484
Mexico,Honduras,-86.241905,15.199999,2949,-102.552784,23.634501,484
Mexico,Venezuela (Bolivarian Republic of),-66.58973,6.42375,1220,-102.552784,23.634501,484
Mexico,Guatemala,-90.230759,15.783471,637,-102.552784,23.634501,484
Mexico,Colombia,-74.297333,4.570868,285,-102.552784,23.634501,484
Mexico,Haiti,-72.285215,18.971187,179,-102.552784,23.634501,484
Mexico,Cuba,-77.781167,21.521757,69,-102.552784,23.634501,484
Mexico,DRC,21.758664,-4.038333,68,-102.552784,23.634501,484
Mexico,Iraq,43.679291,33.223191,42,-102.552784,23.634501,484
Mexico,Iran,53.688046,32.427908,36,-102.552784,23.634501,484
Moldova,Syria,38.996815,34.802075,212,28.369885,47.411631,498
Moldova,Ukraine,31.16558,48.379433,59,28.369885,47.411631,498
Moldova,Iraq,43.679291,33.223191,21,28.369885,47.411631,498
Moldova,Armenia,45.038189,40.069099,19,28.369885,47.411631,498
Moldova,Afghanistan,67.709953,33.93911,17,28.369885,47.411631,498
Moldova,Kyrgyzstan,74.766098,41.20438,11,28.369885,47.411631,498
Moldova,Sudan,30.217636,12.862807,9,28.369885,47.411631,498
Moldova,Uzbekistan,64.585262,41.377491,9,28.369885,47.411631,498
Moldova,Tajikistan,71.276093,38.861034,7,28.369885,47.411631,498
Moldova,Palestine,34.308825,31.354676,5,28.369885,47.411631,498
Montenegro,Serb. & Kos.: S/RES/1244 (1999),21.005859,44.016521,770,19.37439,42.708678,499
Montenegro,Bos. & Herz.,17.679076,43.915886,25,19.37439,42.708678,499
Montenegro,Croatia,15.2,45.1,11,19.37439,42.708678,499
Montenegro,Yemen,48.516388,15.552727,11,19.37439,42.708678,499
Montenegro,Cuba,-77.781167,21.521757,7,19.37439,42.708678,499
Morocco,Syria,38.996815,34.802075,3063,-7.09262,31.791702,504
Morocco,Yemen,48.516388,15.552727,572,-7.09262,31.791702,504
Morocco,CAR,20.939444,6.611111,357,-7.09262,31.791702,504
Morocco,C̫te d'Ivoire,-5.54708,7.539989,324,-7.09262,31.791702,504
Morocco,DRC,21.758664,-4.038333,185,-7.09262,31.791702,504
Morocco,Iraq,43.679291,33.223191,152,-7.09262,31.791702,504
Morocco,Cameroon,12.354722,7.369722,93,-7.09262,31.791702,504
Morocco,Palestine,34.308825,31.354676,81,-7.09262,31.791702,504
Morocco,Senegal,-14.452362,14.497401,69,-7.09262,31.791702,504
Morocco,Guinea,-9.696645,9.945587,36,-7.09262,31.791702,504
Mozambique,DRC,21.758664,-4.038333,2990,35.529562,-18.665695,508
Mozambique,Burundi,29.918886,-3.373056,1031,35.529562,-18.665695,508
Mozambique,Rwanda,29.873888,-1.940278,782,35.529562,-18.665695,508
Mozambique,Somalia,46.199616,5.152149,160,35.529562,-18.665695,508
Mozambique,Congo,15.827659,-0.228021,13,35.529562,-18.665695,508
Mozambique,Uganda,32.290275,1.373333,7,35.529562,-18.665695,508
Namibia,DRC,21.758664,-4.038333,1745,18.49041,-22.95764,516
Namibia,Burundi,29.918886,-3.373056,232,18.49041,-22.95764,516
Namibia,Rwanda,29.873888,-1.940278,124,18.49041,-22.95764,516
Namibia,Zimbabwe,29.154857,-19.015438,53,18.49041,-22.95764,516
Namibia,Cameroon,12.354722,7.369722,5,18.49041,-22.95764,516
Namibia,Sudan,30.217636,12.862807,5,18.49041,-22.95764,516
Nauru,Iran,53.688046,32.427908,282,166.931503,-0.522778,520
Nauru,Sri Lanka,80.771797,7.873054,78,166.931503,-0.522778,520
Nauru,Somalia,46.199616,5.152149,56,166.931503,-0.522778,520
Nauru,Pakistan,69.345116,30.375321,51,166.931503,-0.522778,520
Nauru,Iraq,43.679291,33.223191,42,166.931503,-0.522778,520
Nauru,Afghanistan,67.709953,33.93911,31,166.931503,-0.522778,520
Nauru,Myanmar,95.956223,21.913965,11,166.931503,-0.522778,520
Nauru,Lebanon,35.862285,33.854721,10,166.931503,-0.522778,520
Nauru,Sudan,30.217636,12.862807,10,166.931503,-0.522778,520
Nauru,Bangladesh,90.356331,23.684994,8,166.931503,-0.522778,520
Nepal,Bhutan,90.433601,27.514162,6809,84.124008,28.394857,524
Nepal,Myanmar,95.956223,21.913965,286,84.124008,28.394857,524
Nepal,Pakistan,69.345116,30.375321,226,84.124008,28.394857,524
