type,lat,long
b,2.0414,45.3337
b,17.5760,43.3246
b,14.0511,44.4383
b,17.2901,44.1998
b,14.0903,44.6701
b,33.6682,68.6008
b,6.1348,15.5302
b,16.7825,43.2297
b,17.4933,44.1277
b,16.6836,43.1822
b,17.5760,43.3246
b,13.7744,44.4420
b,16.2306,44.5848
b,17.3306,44.4972
b,16.7798,45.0179
b,2.0333,45.3500
b,16.7602,43.2406
b,37.3451,69.5338
b,10.6804,13.2732
b,16.1827,44.6261
b,17.4933,44.1277
b,17.5760,43.3246
b,26.4363,14.2758
b,17.4933,44.1277
b,17.5760,43.3246
b,17.0340,43.2160
b,13.5052,43.8177
b,34.3669,41.1389
b,17.5667,43.4000
b,17.0340,43.2160
b,37.1745,42.1403
b,31.7503,64.5005
b,32.6268,65.8733
b,17.5760,43.3246
b,17.5204,43.5667
b,16.9064,44.2762
b,14.5712,45.2700
b,17.5760,43.3246
b,16.9944,44.8895
b,17.1055,44.6923
b,-1.4000,25.8004
b,17.4933,44.1277
b,16.8892,42.5511
b,17.3306,44.4972
b,14.0903,44.6701
b,-1.4000,25.8004
b,11.6621,14.0201
b,32.4913,62.2563
b,36.2154,65.9325
b,13.9317,43.4831
b,17.4933,44.1277
b,17.3138,45.6726
b,17.5760,43.3246
b,15.7112,44.5155
b,14.6534,45.4864
b,33.9692,68.9447
b,33.7971,68.9375
b,17.5760,43.3246
b,17.4933,44.1277
b,13.7744,44.4420
b,31.7333,65.1333
b,32.8201,67.7693
b,14.7939,42.9994
b,36.8006,68.8028
b,36.9654,68.5206
b,36.9777,68.4748
b,17.3138,45.6726
b,13.9317,43.4831
b,16.1077,44.6801
b,14.5712,45.2700
b,12.1377,5.4665
b,31.6323,64.2645
b,17.5667,43.4000
b,16.7219,44.3125
b,16.4368,45.1727
b,13.4667,44.2167
b,17.5760,43.3246
b,17.5667,43.4000
b,17.4933,44.1277
b,13.3958,43.6660
b,13.5582,44.0163
b,31.8209,64.5700
b,33.1422,63.8612
b,17.5667,43.4000
b,17.0340,43.2160
b,17.4933,44.1277
b,13.5127,44.0911
b,13.5889,43.9758
b,13.4625,44.0631
b,13.6957,44.7314
b,13.7744,44.4420
b,34.4546,40.9116
b,36.5097,40.7663
b,17.5760,43.3246
b,17.4933,44.1277
b,17.5204,43.5667
b,2.0333,45.3500
b,32.5791,39.7828
b,16.1827,44.6261
b,16.3406,44.5845
b,16.3257,43.0892
b,16.9158,44.1604
b,17.0340,43.2160
b,34.2754,44.5385
b,13.8092,44.4943
b,16.7798,45.0179
b,15.8616,43.4159
b,32.0549,64.8426
b,16.2306,44.5848
b,16.4368,45.1727
b,14.5712,45.2700
b,17.3317,44.6066
b,16.8996,43.2453
b,13.3958,43.6660
b,32.3745,62.1164
b,17.5204,43.5667
b,16.7818,43.2157
b,17.3138,45.6726
b,17.4361,44.1611
b,17.4933,44.1277
b,16.4368,45.1727
b,16.7685,43.2758
b,17.3859,43.5627
b,36.1004,37.1276
b,17.5667,43.4000
b,16.1827,44.6261
b,1.9833,44.8333
b,3.1939,46.4446
b,35.5839,63.3290
b,17.4933,44.1277
b,16.4368,45.1727
b,16.1552,43.4210
b,16.4097,43.0588
b,14.5712,45.2700
b,16.6836,43.1822
b,31.7900,64.6829
b,35.9483,66.4213
b,35.0198,40.4515
b,17.3306,44.4972
b,13.4610,43.8027
b,17.5667,43.4000
b,17.4712,44.6451
b,14.0903,44.6701
b,2.1500,45.1160
b,13.3958,43.6660
b,17.5204,43.5667
b,16.1827,44.6261
b,13.3950,43.7778
b,16.3257,43.0892
b,31.5666,67.0500
b,16.7818,43.2157
b,16.7818,43.2157
b,17.0340,43.2160
b,16.2306,44.5848
b,17.4933,44.1277
b,14.5333,45.0667
b,17.4361,44.1611
b,16.1552,43.4210
b,16.7798,45.0179
b,16.0281,43.4146
b,17.5760,43.3246
b,16.6836,43.1822
b,17.3306,44.4972
b,16.8892,42.5511
b,16.7818,43.2157
b,17.5235,44.3095
b,17.5204,43.5667
b,17.4953,43.7585
b,16.7798,45.0179
b,13.3633,44.3888
b,2.9704,45.5347
b,17.3306,44.4972
b,16.6836,43.1822
b,17.4933,44.1277
b,32.6268,65.8733
b,17.4933,44.1277
b,16.1077,44.6801
b,16.1827,44.6261
b,16.3190,43.7679
b,17.3333,44.6333
b,17.4712,44.6451
b,13.5201,44.3513
b,13.5667,44.0333
b,37.2216,69.4975
b,34.9874,63.1289
b,17.5667,43.4000
b,17.3481,44.1279
b,32.0728,64.8359
b,31.7333,65.1333
b,36.7341,69.5336
b,17.4933,44.1277
b,35.7736,36.9877
b,34.9874,63.1289
b,36.1352,65.8297
b,17.5204,43.5667
b,16.8964,44.8662
b,13.5553,43.9628
b,32.6300,66.7772
b,14.0903,44.6701
b,14.5958,45.5833
b,16.1552,43.4210
b,31.6323,64.2645
b,32.3745,62.1164
b,14.1031,43.1016
b,6.0911,10.3766
b,13.6746,13.3395
b,16.8986,44.8431
b,16.2415,43.4531
b,13.3958,43.6660
b,31.8787,66.1763
b,30.4518,33.1981
b,16.3406,44.5845
b,16.7798,45.0179
b,5.7098,9.3011
b,36.7968,44.6721
b,14.3653,45.3850
b,14.5958,45.5833
b,13.3958,43.6660
b,3.8624,30.6486
b,17.4933,44.1277
b,13.9852,45.5727
b,17.3306,44.4972
b,14.0903,44.6701
b,13.3958,43.6660
b,13.3950,43.7778
b,14.6370,43.0551
b,14.5712,45.2700
b,13.1345,43.7864
b,17.3481,44.1279
b,36.6782,66.8033
b,34.2409,70.1827
b,16.1827,44.6261
b,17.0229,45.7956
b,13.3958,43.6660
b,3.8624,30.6486
b,34.8085,63.4300
b,36.6782,66.8033
b,14.0903,44.6701
b,16.3406,44.5845
b,13.6150,44.0045
b,31.3918,64.3190
b,4.2500,30.7800
b,3.6700,30.6800
b,14.0725,43.1589
b,16.1827,44.6261
b,16.3667,43.4500
b,13.3958,43.6660
b,-1.1833,28.8167
b,13.8994,44.4677
b,17.0160,44.8407
b,13.5069,43.8004
b,32.0849,66.0004
b,32.8505,68.0874
b,13.8755,44.4713
b,16.1827,44.6261
b,16.5258,43.1444
b,13.3958,43.6660
b,17.5204,43.5667
b,17.4933,44.1277
b,16.3406,44.5845
b,16.3771,45.0580
b,16.5258,43.1444
b,16.2415,43.4531
b,17.3306,44.4972
b,16.1830,44.6260
b,16.3260,43.0890
b,17.5760,43.3246
b,13.4410,43.7030
b,16.7800,45.0180
b,17.5667,43.4000
b,17.0340,43.2160
b,17.3306,44.4972
b,31.2160,34.1110
b,4.3934,46.0882
b,2.0195,45.3100
b,36.9006,66.0946
b,16.5260,43.1440
b,13.3960,43.6660
b,13.4610,43.8030
b,17.5760,43.3246
b,17.5667,43.4000
b,35.7371,37.0472
b,14.0903,44.6701
b,17.4712,44.6451
b,14.5333,45.0667
b,17.4361,44.1611
b,17.4933,44.1277
b,16.7798,45.0179
b,14.5712,45.2700
b,5.1307,30.9198
b,17.5760,43.3246
b,16.6836,43.1822
b,17.3138,45.6726
b,16.1827,44.6261
b,17.0160,44.8407
b,16.3667,43.4500
b,14.5712,45.2700
b,-1.4000,28.8167
b,34.5249,40.9677
b,16.3410,44.5840
b,36.9529,65.1238
b,14.1836,43.2264
b,16.7798,45.0179
b,3.5484,46.5459
b,17.5760,43.3246
b,16.1827,44.6261
b,16.9008,44.6345
b,13.5558,44.0592
b,2.9704,45.5347
b,13.9317,43.4831
b,2.0844,45.3900
b,34.2944,69.8166
b,17.4933,44.1277
b,2.7603,46.3222
b,17.5760,43.3246
b,17.5667,43.4000
b,17.4933,44.1277
b,14.0903,44.6701
b,14.5958,45.5833
b,14.3409,43.0529
b,16.5580,43.1981
b,2.1500,45.1160
b,13.4205,13.4136
b,31.7333,65.1333
b,17.5760,43.3246
b,16.1827,44.6261
b,16.7798,45.0179
b,14.5712,45.2700
b,17.2908,44.4888
b,15.6445,44.4734
b,32.1764,66.5127
b,35.7544,36.9577
b,17.5667,43.4000
b,16.7602,43.2406
b,14.1836,43.2264
b,31.1316,33.7984
b,16.7685,43.2758
b,17.4933,44.1277
b,16.3257,43.0892
b,35.9213,64.7841
b,4.6921,9.2097
b,31.2160,34.1110
b,14.0725,43.1589
b,31.3784,41.4396
b,13.5399,43.7901
b,17.0160,44.8407
b,3.3035,46.2279
b,15.7557,44.5705
b,31.7333,65.1333
b,14.5712,45.2700
b,35.2193,40.7725
b,35.0559,40.8609
b,35.0198,40.4515
b,16.1827,44.6261
b,16.1694,44.5785
b,36.1635,37.0614
b,36.0154,36.9422
b,36.3095,36.6884
b,6.2667,30.2000
b,17.4332,43.4609
b,36.1679,36.9845
b,36.2850,36.8511
b,36.2963,36.7252
b,36.3082,36.7572
b,36.2060,37.1524
b,34.5734,40.9398
b,13.8994,44.4677
b,14.5958,45.5833
b,16.7117,44.8477
b,35.6857,36.3892
b,35.8611,36.8061
b,36.1385,36.6127
b,35.5271,36.5896
b,35.5184,36.5529
b,34.5734,40.9398
b,35.6476,36.6766
b,35.5646,36.4836
b,34.8806,70.8962
b,21.3045,92.8555
b,16.7117,44.8477
b,13.3950,43.7778
b,35.5066,40.6618
b,6.2000,10.6667
b,35.6728,71.3434
b,36.2135,64.8665
b,35.6748,44.0707
b,16.5258,43.1444
b,14.5712,45.2700
b,35.0198,40.4515
b,33.4091,68.2120
b,33.1757,68.7304
b,32.6232,65.4579
b,33.6403,69.8167
b,32.6232,65.4579
b,36.2154,65.9325
b,11.9663,7.2160
b,31.0058,66.4000
b,33.4378,69.0277
b,14.4151,44.8371
b,36.8301,65.0430
b,36.2553,64.8138
b,35.9202,64.7809
b,17.1813,43.2881
b,33.2400,68.8663
b,31.6133,65.7101
b,31.6133,65.7101
b,32.5215,67.4132
b,32.3041,61.6178
b,32.4457,64.7449
b,32.7076,69.2784
b,9.2179,15.2579
b,34.6158,43.6786
b,34.9844,70.9051
b,31.5211,64.1176
b,2.5083,45.4852
b,32.9299,66.6891
b,33.5223,68.6264
b,32.9833,67.9667
b,35.6875,64.2932
b,36.4326,64.9207
b,31.7333,65.1333
b,13.3664,44.4344
b,32.6300,66.7772
b,35.9202,64.7809
b,31.5666,67.0500
b,13.0978,7.2225
b,35.9483,66.4213
b,5.6949,9.1826
b,18.2164,42.5053
b,31.6323,64.2645
b,32.6232,65.4579
b,16.8892,42.5511
b,31.5211,64.1176
b,36.1201,68.6819
b,34.2888,70.0346
b,-1.4000,28.8167
b,-1.2907,28.9861
b,32.0728,64.8359
b,31.9850,65.4728
b,33.3246,68.4407
b,33.3246,68.4407
b,32.0333,65.1339
b,35.8462,64.5307
b,36.4326,64.9207
b,36.2125,36.7700
b,20.8447,92.9753
b,34.2409,70.1827
b,34.9179,43.3868
b,36.1201,68.6819
b,31.5938,64.3716
b,34.3669,41.1389
b,-19.8659,47.0333
b,0.3238,29.4041
b,1.8739,45.0276
b,34.2989,62.6300
b,36.7290,68.8570
b,32.9299,66.6891
b,31.3918,64.3190
b,34.5043,40.9291
b,-1.2612,28.9224
b,31.7333,65.1333
b,34.2944,69.8166
b,32.4457,64.7449
b,32.4457,64.7449
b,35.6397,36.7367
b,34.5734,40.9398
b,16.7219,44.3125
b,32.1058,66.9083
b,37.5736,44.2872
b,32.3745,62.1164
b,-12.2467,40.1208
b,13.8579,44.6728
b,33.3753,69.4089
b,32.7850,67.4950
b,31.1761,66.5781
b,14.0725,43.1589
b,31.9696,67.3800
b,33.5508,68.4225
b,31.0058,66.4000
b,13.8549,44.7058
b,13.9542,45.4000
b,32.1812,66.5628
b,37.0135,68.4476
b,13.5829,44.3477
b,32.3745,62.1164
b,33.4582,69.9950
b,34.3560,68.8036
b,33.4582,69.9950
b,33.5508,68.4225
b,35.6288,38.7581
b,37.4185,66.0436
b,34.2500,70.0100
b,34.4708,68.6544
b,17.5204,43.5667
b,34.2118,69.0999
b,33.9953,69.0227
b,31.6323,64.2645
b,31.6323,64.2645
b,34.0004,68.7135
b,32.6268,65.8733
b,37.3990,40.9544
b,32.0849,66.0004
b,15.4493,45.0189
b,11.6000,37.3833
b,36.0286,70.7725
b,32.9833,67.9667
b,33.3246,68.4407
b,32.3278,67.8886
b,34.2409,70.1827
b,34.2409,70.1827
b,33.4378,69.0277
b,16.5258,43.1444
b,33.9335,68.3913
b,34.4265,70.4515
b,6.0891,121.1052
b,32.9299,66.6891
b,14.0725,43.1589
b,35.5839,63.3290
b,36.3041,66.8573
b,35.6875,64.2932
b,31.6323,64.2645
b,16.8892,42.5511
b,34.4322,40.9923
b,9.1904,16.1941
b,32.3745,62.1164
b,36.4326,64.9207
b,32.0728,64.8359
b,1.3601,29.0354
b,33.5223,68.6264
b,16.1552,43.4210
b,35.8462,64.5307
b,34.2337,68.3972
b,16.2282,43.2490
b,32.3745,62.1164
b,10.8864,13.6300
b,16.2121,43.4531
b,31.4960,61.1362
b,31.5666,67.0500
b,37.0659,69.4213
b,31.7333,65.1333
b,31.8209,64.5700
b,3.6900,30.7800
b,36.6830,69.1128
b,34.2944,69.8166
b,12.1000,13.7000
b,33.3029,62.1474
b,32.3633,66.7771
b,36.0666,68.5902
b,35.2480,63.0044
b,39.9237,44.0450
b,34.1258,70.7133
b,31.0058,66.4000
b,31.0058,66.4000
b,-4.9666,12.0833
b,16.9841,44.8646
b,5.7540,9.3123
b,33.7971,68.9375
b,33.0519,68.6500
b,32.6268,65.8733
b,31.7333,65.1333
b,16.9092,43.2623
b,37.2481,43.6136
b,15.4493,45.0189
b,32.5215,67.4132
b,32.6232,65.4579
b,35.9446,68.7151
b,31.3918,64.3190
b,36.8019,69.3995
b,13.8579,44.6728
b,33.5508,68.4225
b,33.5223,68.6264
b,36.3798,69.3236
b,16.8892,42.5511
b,17.4933,44.1277
b,36.1201,68.6819
b,35.3319,40.1461
b,33.4582,69.9950
b,33.2036,65.4731
b,21.3045,92.8555
b,33.0517,66.7421
b,12.0769,15.0306
b,16.3771,45.0580
b,13.6005,44.0068
b,35.9446,68.7151
b,32.6416,63.5950
b,13.8579,44.6728
b,32.6268,65.8733
b,-0.0833,29.5167
b,33.0001,70.0698
b,33.2077,69.2389
b,34.1438,70.1448
b,30.9667,61.8833
b,31.9635,63.1336
b,16.2306,44.5848
b,13.6169,13.2644
b,32.6268,65.8733
b,37.2096,68.9180
b,32.6268,65.8733
b,32.6379,65.9077
b,35.0559,40.8609
b,36.1352,65.8297
b,32.0728,64.8359
b,17.3971,43.4774
b,34.2409,70.1827
b,34.8085,63.4300
b,36.3242,36.8369
b,35.8462,64.5307
b,36.7598,66.7227
b,33.1980,68.1080
b,32.6357,62.4654
b,35.4681,44.3922
b,33.3167,68.4500
b,34.4265,70.4515
b,34.4265,70.4515
b,35.5729,42.7339
b,33.8030,69.8167
b,31.7333,65.1333
b,32.1058,66.9083
b,6.3833,10.0667
b,31.3918,64.3190
b,34.2409,70.1827
b,13.9833,44.5833
b,14.1057,45.4481
b,35.0399,63.2926
b,12.0959,7.2674
b,32.8784,37.0308
b,31.6323,64.2645
b,36.9191,44.5604
b,36.7968,44.6721
b,11.1876,6.4586
b,12.7833,7.0000
b,35.5839,63.3290
b,35.0399,63.2926
b,37.1890,68.9364
b,31.5938,64.3716
b,32.9299,66.6891
b,31.3784,41.4396
b,16.2294,43.4214
b,32.9299,66.6891
b,6.0833,10.1000
b,32.6232,65.4579
b,32.9299,66.6891
b,31.6133,65.7101
b,34.9874,63.1289
b,33.3029,62.1474
b,31.1316,33.7984
b,31.7333,65.1333
b,32.4269,65.6371
b,35.9446,68.7151
b,35.9552,67.2692
b,34.4708,68.6544
b,34.5043,40.9291
b,34.5734,40.9398
b,34.5249,40.9677
b,34.9789,69.5724
b,31.7333,65.1333
b,35.0198,40.4515
b,34.8085,63.4300
b,20.8447,92.9753
b,20.3620,93.2735
b,33.1180,69.0156
b,34.4119,65.9286
b,34.5195,65.2509
b,35.7551,63.7747
b,36.2234,68.7991
b,17.5667,43.4000
b,32.7076,69.2784
b,36.5248,37.0776
b,31.9696,67.3800
b,36.6910,68.7965
b,16.3406,44.5845
b,2.4492,45.3542
b,35.5839,63.3290
b,32.3745,62.1164
b,35.5635,67.8351
b,32.6268,65.8733
b,32.6268,65.8733
b,32.7269,67.6370
b,35.5839,63.3290
b,32.6232,65.4579
b,12.4238,13.9248
b,15.6445,44.4734
b,13.8912,44.7731
b,34.4322,40.9923
b,12.3937,6.6825
b,12.1628,6.6614
b,37.0704,69.2984
b,13.8320,44.4386
b,11.6938,6.7942
b,32.4269,65.6371
b,31.5556,64.8769
b,32.3633,66.7771
b,36.0992,66.2082
b,17.3971,43.4774
b,32.3753,66.7607
b,34.2379,71.0445
b,34.7038,70.1537
b,32.6268,65.8733
b,32.6232,65.4579
b,15.4493,45.0189
b,14.0441,-2.7588
b,35.7121,65.2258
b,31.5667,66.5000
b,34.6869,40.8392
b,20.8754,92.5272
b,35.9202,64.7809
b,35.7666,65.7649
b,32.6683,65.8928
b,32.7898,67.7867
b,36.0666,68.5902
b,31.5666,67.0500
b,13.5878,44.0144
b,34.3560,68.8036
b,35.2480,63.0044
b,32.6268,65.8733
b,32.6268,65.8733
b,15.5591,44.9703
b,35.0399,63.2926
b,32.6268,65.8733
b,32.0849,66.0004
b,21.3045,92.8555
b,33.5508,68.4225
b,34.0004,68.7135
b,36.9050,66.1834
b,37.1890,68.9364
b,32.6357,62.4654
b,34.9250,62.9017
b,4.5960,31.0606
b,35.8403,65.2309
b,33.2036,65.4731
b,33.1980,68.1080
b,11.2962,6.4952
b,35.7121,65.2258
b,34.8832,38.8700
b,17.5204,43.5667
b,35.1337,36.7613
b,34.2014,38.0158
b,33.5508,68.4225
b,31.0058,66.4000
b,5.0774,9.1553
b,14.0725,43.1589
b,17.5667,43.4000
b,32.6268,65.8733
b,32.3745,62.1164
b,11.0686,6.7884
b,25.9155,13.9184
b,33.3246,68.4407
b,32.6268,65.8733
b,33.7466,44.6437
b,34.4265,70.4515
b,34.4265,70.4515
b,35.7258,63.7882
b,20.8754,92.5272
b,0.4833,42.7666
b,31.7333,65.1333
b,37.0659,69.4213
b,10.0667,34.5333
b,32.6268,65.8733
b,32.6268,65.8733
b,32.0849,66.0004
b,17.5667,43.4000
b,15.5504,44.6351
b,36.8236,66.4577
b,31.6323,64.2645
b,33.3029,62.1474
b,-3.1183,28.9935
b,35.0636,64.1492
b,15.6445,44.4734
b,34.9874,63.1289
b,34.9587,69.6358
b,32.3745,62.1164
b,15.8142,44.0409
b,20.3620,93.2735
b,35.9882,68.6353
b,31.5938,64.3716
b,37.0135,68.4476
b,33.7853,63.2474
b,35.5635,67.8351
b,35.9213,64.7841
b,35.2690,43.9108
b,34.2409,70.1827
b,31.8209,64.5700
b,37.4574,41.6871
b,32.0728,64.8359
b,-7.2226,20.8981
b,36.7564,66.8972
b,34.9925,71.4194
b,32.0849,66.0004
b,19.7799,94.0309
b,33.9335,68.3913
b,15.4493,45.0189
b,32.1058,66.9083
b,34.5897,69.7625
b,20.8754,92.5272
b,32.6268,65.8733
b,34.0004,68.7135
b,32.8385,67.0737
b,11.7184,6.5901
b,13.6128,44.5408
b,34.2409,70.1827
b,13.9833,44.5833
b,16.6836,43.1822
b,31.0058,66.4000
b,35.5839,63.3290
b,35.0636,64.1492
b,16.7818,43.2157
b,7.8545,6.9427
b,33.5508,68.4225
b,35.6875,64.2932
b,13.4407,43.7034
b,32.4292,66.8277
b,36.7564,66.8972
b,36.3041,66.8573
b,36.7564,66.8972
b,20.4817,92.7555
b,17.3971,43.4774
b,36.6782,66.8033
b,36.7598,66.7227
b,17.3971,43.4774
b,36.1352,65.8297
b,13.0977,12.4952
b,11.4833,12.3144
b,13.0947,13.8234
b,12.9452,13.6723
b,12.6786,13.6079
b,11.8072,12.4909
b,33.7717,69.3839
b,20.8754,92.5272
b,32.0728,64.8359
b,34.9490,70.7822
b,17.0340,43.2160
b,16.8892,42.5511
b,37.1890,68.9364
b,17.4008,43.4498
b,36.0600,64.9700
b,36.0600,64.9700
b,6.6333,10.6667
b,32.3823,66.3382
b,34.5734,40.9398
b,17.4933,44.1277
b,17.4933,44.1277
b,17.3138,45.6726
b,17.4712,44.6451
b,17.4361,44.1611
b,17.4712,44.6451
b,17.3138,45.6726
b,20.5931,93.1864
b,32.3745,62.1164
b,31.9635,63.1336
b,1.7131,44.7639
b,31.6323,64.2645
b,32.0849,66.0004
b,34.2989,62.6300
b,17.3971,43.4774
b,33.1980,68.1080
b,34.1061,68.5794
b,32.0728,64.8359
b,32.6268,65.8733
b,31.7333,65.1333
b,32.3823,66.3382
b,36.5033,69.6520
b,37.1890,68.9364
b,34.4265,70.4515
b,35.2480,63.0044
b,34.4708,68.6544
b,32.6268,65.8733
b,33.3029,62.1474
b,36.2553,64.8138
b,31.0058,66.4000
b,7.8677,8.0949
b,33.1980,68.1080
b,11.1560,12.7576
b,36.8648,70.8342
b,16.2415,43.4531
b,16.1146,43.4283
b,16.1552,43.4210
b,32.0728,64.8359
b,30.1833,66.1000
b,31.5667,66.5000
b,36.8199,68.6827
b,15.3859,1.4505
b,36.2553,64.8138
b,-11.0772,39.6744
b,34.2553,70.8657
b,13.8912,44.7731
b,36.7290,68.8570
b,33.9953,69.0227
b,36.9050,66.1834
b,2.7500,46.3160
b,25.9155,13.9184
b,35.6875,64.2932
b,-1.2788,29.1690
b,32.5555,67.0371
b,9.3544,30.1001
b,-0.3603,42.5463
b,1.4518,42.9518
b,34.2500,70.0100
b,37.2216,69.4975
b,32.0728,64.8359
b,35.9213,64.7841
b,20.5931,93.1864
b,32.8925,13.1800
b,32.8925,13.1800
b,32.8925,13.1800
b,-1.1869,29.4461
b,33.5019,68.5989
b,31.9850,65.4728
b,36.1201,68.6819
b,13.8338,44.8109
b,20.5931,93.1864
b,13.8912,44.7731
b,31.8209,64.5700
b,37.0135,68.4476
b,20.5931,93.1864
b,12.7833,7.0000
b,11.1876,6.4586
b,-1.4000,28.8167
b,36.6910,68.7965
b,32.6268,65.8733
b,35.5839,63.3290
b,33.8168,69.6320
b,12.8741,6.4875
b,35.8045,68.8026
b,31.0058,66.4000
b,12.8130,14.0299
b,36.8236,66.4577
b,9.5440,15.9776
b,31.6323,64.2645
b,13.5968,44.0126
b,34.4546,40.9116
b,34.1061,68.5794
b,34.1258,70.7133
b,36.9882,66.8207
b,32.0849,66.0004
b,35.2480,63.0044
b,34.9874,63.1289
b,20.3620,93.2735
b,13.8549,44.7058
b,13.8912,44.7731
b,13.9367,44.7163
b,2.0844,44.5452
b,21.3045,92.8555
b,33.3167,68.4500
b,13.9833,44.5833
b,13.9833,44.5833
b,12.5226,6.4785
b,35.5839,63.3290
b,32.0728,64.8359
b,31.9149,67.6401
b,12.9452,13.6723
b,36.9194,65.0649
b,35.6875,64.2932
b,2.8049,44.0821
b,34.5726,40.9055
b,20.8447,92.9753
b,11.6938,6.7942
b,34.2409,70.1827
b,34.1258,70.7133
rv,31.8209,64.5700
rv,15.8500,44.7750
rv,36.3513,43.0928
rv,13.5795,44.0209
rv,12.9431,43.4103
rv,36.3350,43.1189
rv,17.5667,43.4000
rv,36.3809,42.4674
rv,33.5099,36.3095
rv,12.9888,43.4733
rv,36.3809,42.4674
rv,13.2683,43.5099
rv,34.1258,70.7133
rv,17.4933,44.1277
rv,36.2162,42.9909
rv,36.3350,43.1189
rv,31.0189,33.0098
rv,16.9203,44.1404
rv,17.6723,43.5236
rv,35.9410,39.0180
rv,13.3071,44.4775
rv,32.9299,66.6891
rv,12.9431,43.4103
rv,15.4739,45.3669
rv,34.1258,70.7133
rv,35.9428,39.0519
rv,15.6500,46.1000
rv,15.5986,45.0401
rv,36.8494,40.0747
rv,33.5223,68.6264
rv,33.8991,70.1008
rv,31.6323,64.2645
rv,16.7818,43.2157
rv,34.5167,69.1833
rv,31.6323,64.2645
rv,15.9154,45.0888
rv,33.6039,36.1361
rv,12.9431,43.4103
rv,36.3697,37.5149
rv,13.3195,43.2448
rv,13.5795,44.0209
rv,17.1008,43.2188
rv,14.5333,45.0667
rv,14.1984,44.3102
rv,16.9507,43.7543
rv,32.2656,67.7294
rv,15.2276,44.3362
rv,32.0849,66.0004
rv,34.1258,70.7133
rv,16.5404,43.0355
rv,0.5172,42.0710
rv,36.2553,64.8138
rv,0.9625,41.0616
rv,31.8209,64.5700
rv,13.3289,44.2171
rv,36.3455,43.1278
rv,16.9048,43.1472
rv,4.0558,45.7487
rv,36.0426,41.7163
rv,3.8491,47.1803
rv,36.3974,43.1448
rv,4.2381,47.7306
rv,16.0900,45.2271
rv,32.6268,65.8733
rv,12.9888,43.4733
rv,1.7131,44.7639
rv,2.0195,45.3100
rv,15.4200,45.1046
rv,5.3500,30.3167
rv,13.3664,44.4344
rv,34.8836,40.6027
rv,16.7117,44.8477
rv,13.5968,44.0126
rv,35.9627,39.0072
rv,36.3749,64.8794
rv,35.3782,64.7746
rv,35.3821,64.7566
rv,16.5404,43.0355
rv,35.6875,64.2932
rv,35.3682,64.7979
rv,2.3900,45.3833
rv,16.8892,42.5511
rv,17.0729,43.5427
rv,17.4933,44.1277
rv,34.1959,70.8318
rv,2.0844,45.3900
rv,36.3513,43.0928
rv,34.1258,70.7133
rv,11.0840,13.6925
rv,35.9290,36.6353
rv,1.6804,44.7227
rv,34.0026,70.7647
rv,13.5889,43.9758
rv,34.4719,40.9113
rv,32.6644,22.9233
rv,35.3271,43.7694
rv,15.0275,45.5798
rv,34.2992,41.8386
rv,2.1500,45.1160
rv,2.3385,42.2843
rv,32.6268,65.8733
rv,36.3513,43.0928
rv,33.0001,70.0698
rv,30.1999,67.0097
rv,33.0517,66.7421
rv,15.4503,44.1277
rv,36.3350,43.1189
rv,17.6723,43.5236
rv,13.9443,45.6707
rv,14.0699,43.7491
rv,36.3513,43.0928
rv,16.2306,44.5848
rv,36.3350,43.1189
rv,13.8755,44.4713
rv,36.2586,36.8952
rv,13.2796,43.5050
rv,14.0171,44.3930
rv,11.8464,13.1603
rv,35.7734,39.7850
rv,13.9630,44.1733
rv,36.1866,36.7239
rv,16.0828,43.1364
rv,36.0534,40.7268
rv,17.6723,43.5236
rv,35.9428,39.0519
rv,16.4844,44.4294
rv,13.9877,44.2749
rv,14.8980,45.7582
rv,13.1220,43.6788
rv,11.8464,13.1603
rv,15.4200,45.1046
rv,35.9290,36.6353
rv,16.8500,43.6333
rv,36.0534,40.7268
rv,36.3350,43.1189
rv,33.8991,70.1008
rv,36.3350,43.1189
rv,13.5795,44.0209
rv,15.6931,44.2053
rv,13.5795,44.0209
rv,15.0320,45.8283
rv,2.0337,45.3400
rv,34.4689,41.9165
rv,32.6232,65.4579
rv,16.3021,43.7106
rv,32.9299,66.6891
rv,15.5045,44.4150
rv,3.5392,43.7579
rv,2.0549,45.3300
rv,34.3669,41.1389
rv,16.3210,42.8130
rv,16.6186,43.1312
rv,13.7556,44.1324
rv,36.3513,43.0928
rv,34.1258,70.7133
rv,36.1390,36.4537
rv,15.3352,44.1868
rv,34.1032,70.4607
rv,15.3061,44.1870
rv,36.3282,43.1011
rv,15.4025,44.2072
rv,34.1959,43.8857
rv,15.3911,44.1929
rv,36.3513,43.0928
rv,15.3585,44.1572
rv,16.5404,43.0355
rv,15.4025,44.2072
rv,15.7123,43.6493
rv,15.0702,44.2764
rv,35.9290,36.6353
rv,32.6268,65.8733
rv,30.1978,71.4697
rv,35.9532,39.0157
rv,13.5795,44.0209
rv,16.7308,43.1588
rv,16.5404,43.0355
rv,17.0229,45.7956
rv,16.3210,42.8130
rv,34.8352,43.5165
rv,13.9609,45.6623
rv,34.5726,40.9055
rv,35.9428,39.0519
rv,15.4610,45.3253
rv,35.2019,43.2723
rv,36.2120,37.1601
rv,14.7978,42.9545
rv,3.8333,46.9833
rv,11.2500,13.4167
rv,35.3039,40.4419
rv,16.6186,43.1312
