type,lat,long
b,34.8914,71.1697
b,33.4731,36.3071
b,39.0992,39.5435
b,35.3944,37.3997
b,34.9780,36.6436
b,33.5186,36.3632
b,35.7839,37.4998
b,16.8892,42.5511
b,34.9789,69.5724
b,35.2856,40.1770
b,35.3210,40.1274
b,33.5126,36.3721
b,33.5450,36.3863
b,34.9692,71.2717
b,33.5472,36.4600
b,34.7300,36.7197
b,36.5511,37.0187
b,34.5656,38.2877
b,14.3343,-4.7746
b,33.8068,36.7398
b,33.2795,36.0165
b,33.3083,35.9681
b,35.3210,40.1274
b,35.2856,40.1770
b,33.3107,35.9792
b,35.2781,36.6065
b,11.2628,13.9596
b,34.9145,65.2884
b,35.2585,36.6090
b,1.7878,44.5300
b,35.8308,38.5364
b,33.0373,40.2826
b,15.6607,44.5526
b,35.8308,38.5364
b,33.5165,36.4897
b,23.6916,98.7641
b,34.0923,70.4690
b,35.2466,36.5745
b,35.8308,38.5364
b,36.5511,37.0187
b,16.1077,44.6801
b,13.3178,44.2801
b,33.5223,68.6264
b,36.3809,42.4674
b,35.0113,37.0510
b,36.5511,37.0187
b,36.4827,37.1965
b,36.5491,37.0650
b,33.4731,36.3071
b,36.5361,37.1175
b,16.8892,42.5511
b,16.3210,42.8130
b,36.3350,43.1189
b,34.9391,36.6224
b,-3.9480,15.3413
b,33.7752,69.3395
b,33.6906,69.3688
b,35.2453,36.7573
b,33.5499,36.3397
b,32.6128,36.0912
b,13.3113,44.2841
b,16.5294,42.9676
b,13.2683,43.5099
b,15.4493,45.0189
b,36.0426,41.7163
b,6.6155,3.5087
b,32.6241,36.1049
b,31.3918,64.3190
b,35.9446,68.7151
b,13.4478,43.2699
b,-6.6500,23.2833
b,15.4493,45.0189
b,32.0728,64.8359
b,35.2856,40.1770
b,32.4269,65.6371
b,35.8308,38.5364
b,36.0534,40.7268
b,36.4827,37.1965
b,35.3372,40.1358
b,13.3289,44.2171
b,13.5889,43.9758
b,31.5497,74.3436
b,15.6548,44.5188
b,35.3210,40.1274
b,35.2314,36.6271
b,3.3834,45.5969
b,15.4887,44.6657
b,34.4265,70.4515
b,34.1032,70.4607
b,35.2466,36.5745
b,33.5769,36.4477
b,32.6128,36.0912
b,36.3350,43.1189
b,33.5165,36.4897
b,33.4731,36.3071
b,34.7300,36.7197
b,34.9292,43.4888
b,5.9763,121.1161
b,15.0172,45.7336
b,36.0154,36.9422
b,-6.4830,22.8500
b,34.8832,38.8700
b,15.6445,44.4734
b,35.1337,36.7613
b,35.2581,43.4027
b,33.5223,68.6264
b,35.1337,36.7613
b,33.0620,36.0764
b,34.8340,36.8515
b,32.8201,67.7693
b,34.0307,36.5840
b,34.5656,38.2877
b,36.3455,43.1278
b,3.8848,31.6667
b,34.6248,44.4107
b,13.3195,43.2448
b,35.2990,36.8017
b,35.2048,36.5552
b,39.4845,39.8953
b,36.0154,36.9422
b,34.5656,38.2877
b,33.4731,36.3071
b,36.3697,37.5149
b,35.1337,36.7613
b,13.9641,-5.3579
b,13.6317,43.3116
b,34.5656,38.2877
b,35.1977,36.7324
b,35.2048,36.5552
b,36.1560,37.7093
b,11.4667,13.3833
b,16.3406,44.5845
b,35.2466,36.5745
b,35.1337,36.7613
b,35.2990,36.8017
b,35.1977,36.7324
b,36.4167,42.9649
b,5.7019,22.7817
b,15.5500,44.7000
b,36.3072,43.1999
b,33.8068,36.7398
b,15.6445,44.4734
b,35.9153,40.8458
b,34.1258,70.7133
b,36.3513,43.0928
b,33.8068,36.7398
b,38.4667,40.6333
b,16.1169,44.6894
b,35.4167,71.3333
b,33.5237,36.3318
b,35.0113,37.0510
b,34.5656,38.2877
b,1.0833,38.0333
b,13.1084,43.4807
b,8.2472,123.8424
b,36.1201,68.6819
b,17.4933,44.1277
b,36.0600,64.9700
b,35.9428,39.0519
b,15.7934,44.5687
b,36.4167,42.9649
b,15.5242,45.0747
b,12.1131,12.8274
b,36.3350,43.1189
b,11.8151,14.4359
b,12.0787,14.4519
b,16.1077,44.6801
b,33.3325,36.2032
b,35.5839,63.3290
b,14.1057,45.4481
b,36.0986,37.9339
b,36.3350,43.1189
b,36.3513,43.0928
b,34.7081,38.7892
b,34.8832,38.8700
b,34.5656,38.2877
b,36.0986,37.9339
b,33.5237,36.3318
b,12.6000,37.4667
b,9.2533,31.3387
b,2.3385,42.2843
b,16.1077,44.6801
b,36.3809,42.4674
b,33.5499,36.3397
b,34.6584,36.1505
b,36.3732,42.9314
b,34.1042,72.5539
b,36.2060,37.1524
b,16.1827,44.6261
b,35.6147,42.7424
b,36.5248,37.0776
b,36.5361,37.1175
b,36.4723,37.7229
b,8.1234,31.4289
b,34.9799,37.2006
b,34.6158,43.6786
b,34.9505,37.2449
b,30.2598,19.1975
b,13.1084,43.4807
b,36.5361,37.1175
b,36.0563,37.0531
b,15.7934,44.5687
b,33.5643,36.3712
b,6.0891,121.1052
b,16.1827,44.6261
b,16.7481,44.4361
b,16.1827,44.6261
b,16.7117,44.8477
b,13.3195,43.2448
b,34.7038,70.1537
b,15.4493,45.0189
b,34.9874,63.1289
b,33.5499,36.3397
b,33.5706,36.4046
b,35.0101,37.2249
b,36.3350,43.1189
b,32.7531,35.9131
b,33.3140,35.8790
b,33.5518,36.3148
b,2.8140,46.1351
b,13.3202,43.4797
b,36.3809,42.4674
b,32.9833,67.9667
b,35.9587,65.4494
b,1.7131,44.7639
b,17.4933,44.1277
b,36.3323,43.1384
b,36.3282,43.1011
b,34.9568,36.9580
b,1.7131,44.7639
b,24.1161,97.2966
b,33.8068,36.7398
b,36.2060,37.1524
b,1.7131,44.7639
b,14.7940,44.2935
b,36.5849,37.0432
b,33.5706,36.4046
b,14.6800,-6.0160
b,6.7697,47.4308
b,32.7068,36.5680
b,36.0563,37.0531
b,36.5511,37.0187
b,33.5105,36.3887
b,32.6241,36.1049
b,35.8699,39.2813
b,36.6295,38.9980
b,36.8494,40.0747
b,36.5054,40.7429
b,31.1167,64.2000
b,36.5054,40.7429
b,34.5656,38.2877
b,36.5054,40.7429
b,36.2553,64.8138
b,36.3697,37.5149
b,36.5511,37.0187
b,4.0899,30.6716
b,35.7666,65.7649
b,33.3140,35.8790
b,35.3319,40.1461
b,34.7300,36.7197
b,35.7558,36.1772
b,9.0857,40.8671
b,9.3500,42.4000
b,35.3736,36.6018
b,32.7068,36.5680
b,35.8308,38.5364
b,35.8964,38.6154
b,4.5658,45.2247
b,13.6639,43.6873
b,32.6241,36.1049
b,33.5580,36.4727
b,35.8964,38.6154
b,5.1320,8.3395
b,17.4933,44.1277
b,33.3107,35.9792
b,5.1320,8.3395
b,35.4167,71.3333
b,34.1258,70.7133
b,35.3286,37.2473
b,35.4167,71.3333
b,36.6295,38.9980
b,34.0593,37.2114
b,33.5580,36.4727
b,16.2306,44.5848
b,15.4306,45.0142
b,34.5656,38.2877
b,13.8345,44.1147
b,32.0728,64.8359
b,19.7179,81.2443
b,34.7300,36.7197
b,35.9428,39.0519
b,36.2060,37.1524
b,-6.5000,22.9500
b,15.6261,44.6461
b,15.0320,45.8283
b,34.0593,37.2114
b,33.8068,36.7398
b,16.3210,42.8130
b,33.5580,36.4727
b,33.5472,36.4600
b,32.6241,36.1049
b,35.2856,40.1770
b,4.8171,8.6021
b,14.5294,44.8552
b,14.4151,44.8371
b,32.9721,36.3643
b,33.6893,37.2232
b,5.0014,7.6017
b,34.5464,37.6969
b,3.5392,43.7579
b,16.8892,42.5511
b,15.8208,44.5094
b,15.4306,45.0142
b,31.6133,65.7101
b,36.2060,37.1524
b,34.5464,37.6969
b,34.5464,37.6969
b,34.5509,37.6744
b,33.1578,35.8871
b,3.1172,43.6469
b,33.5643,36.3712
b,36.1853,37.5803
b,34.7300,36.7197
b,9.7833,8.8500
b,33.1578,35.8871
b,36.3697,37.5149
b,33.5441,36.5077
b,13.3195,43.2448
b,16.7117,44.8477
b,33.8068,36.7398
b,32.6128,36.0912
b,13.1345,43.7864
b,32.6241,36.1049
b,34.5464,37.6969
b,36.0534,40.7268
b,34.0686,36.5419
b,33.7466,44.6437
b,33.5643,36.3712
b,36.5258,37.9510
b,35.6150,36.6567
b,35.9428,39.0519
b,34.5656,38.2877
b,34.5509,37.6744
b,34.7959,36.2673
b,35.2856,40.1770
b,35.3214,40.0263
b,13.5968,44.0126
b,6.8879,9.2355
b,34.1794,36.4208
b,35.3319,40.1461
b,35.8964,38.6154
b,35.3020,40.0735
b,7.2295,7.9282
b,35.8308,38.5364
b,36.5666,37.2139
b,13.8994,44.4677
b,32.8545,36.6270
b,13.3647,44.4905
b,36.2092,42.7485
b,36.2841,42.8296
b,32.6241,36.1049
b,34.0631,36.2775
b,32.0728,64.8359
b,33.6165,36.1542
b,34.5464,37.6969
b,35.5971,35.7847
b,34.8346,37.3238
b,35.8308,38.5364
b,36.2526,37.3993
b,35.3296,40.1323
b,15.4493,45.0189
b,31.1167,64.2000
b,34.0593,37.2114
b,33.8068,36.7398
b,35.2867,36.7440
b,36.4094,37.5796
b,34.5346,37.5642
b,35.8308,38.5364
b,35.8407,36.2243
b,35.3319,40.1461
b,4.5833,43.7833
b,13.5582,44.0163
b,32.6128,36.0912
b,33.5282,36.5292
b,33.5134,36.3500
b,33.8068,36.7398
b,34.0013,36.8227
b,15.7934,44.5687
b,36.3072,43.1999
b,33.6150,36.1818
b,37.0447,41.2262
b,36.2389,37.4576
b,35.9959,38.6925
b,25.4514,30.5464
b,36.3960,43.1506
b,36.3550,43.1550
b,35.8308,38.5364
b,35.9428,39.0519
b,17.0317,44.1091
b,36.3960,43.1506
b,36.3550,43.1550
b,33.6040,36.1979
b,34.9362,36.4591
b,36.4094,37.5796
b,33.4206,43.3078
b,17.5667,43.4000
b,35.2867,36.7440
b,13.1345,43.7864
b,17.5378,43.4482
b,2.4214,42.9287
b,35.2019,43.2723
b,36.7896,68.8472
b,31.8209,64.5700
b,36.7290,68.8570
b,36.6648,68.8827
b,36.2092,42.7485
b,35.1337,36.7613
b,35.7734,39.7850
b,32.7826,35.9354
b,15.6445,44.4734
b,34.4560,43.7934
b,34.0686,36.5419
b,33.8068,36.7398
b,34.8731,71.1470
b,36.1853,37.5803
b,14.8007,45.7189
b,25.3832,97.3963
b,33.6150,36.1818
b,2.6778,41.3254
b,17.5667,43.4000
b,36.3809,42.4674
b,2.7809,45.4968
b,36.3072,43.1999
b,34.5656,38.2877
b,36.2272,38.9734
b,17.4046,44.0200
b,-11.4833,26.0833
b,32.6232,65.4579
b,32.9280,65.4813
b,32.0728,64.8359
b,33.1980,68.1080
b,30.6043,32.2723
b,31.6234,62.8795
b,15.5278,44.9431
b,21.3045,92.8555
b,35.1337,36.7613
b,35.7590,40.7677
b,35.0198,40.4515
b,35.0576,40.4505
b,8.0034,124.2839
b,37.5139,42.4543
b,33.4854,36.3005
b,8.0034,124.2839
b,35.4206,70.9226
b,12.3611,13.8246
b,11.4666,19.2833
b,36.0841,65.3879
b,35.3022,43.5235
b,31.6728,64.3266
b,4.4708,21.0151
b,32.1764,66.5127
b,-0.2377,29.2899
b,31.8209,64.5700
b,37.0704,69.2984
b,35.2496,37.5044
b,34.7896,71.1097
b,32.5540,65.9925
b,6.8333,41.2500
b,35.6901,42.5490
b,35.9213,64.7841
b,33.8741,74.9001
b,35.9532,39.0157
b,31.3918,64.3190
b,32.0728,64.8359
b,35.1337,36.7613
b,33.6403,69.8167
b,13.3411,43.8501
b,8.0034,124.2839
b,8.0034,124.2839
b,35.7743,39.4019
b,8.0034,124.2839
b,34.2707,41.8123
b,37.5744,43.7408
b,37.3131,40.7436
b,13.3289,44.2171
b,8.0034,124.2839
b,32.7933,69.0866
b,32.7076,69.2784
b,33.3246,68.4407
b,33.1980,68.1080
b,2.0462,45.3341
b,32.3745,62.1164
b,35.0164,69.3445
b,32.6268,65.8733
b,31.6133,65.7101
b,33.9447,61.8461
b,35.6875,64.2932
b,32.0849,66.0004
b,34.5167,69.1833
b,34.2118,69.0999
b,15.5502,2.7787
b,36.5211,68.8998
b,36.6782,66.8033
b,34.0923,70.4690
b,32.9299,66.6891
b,31.7333,65.1333
b,34.1959,70.8318
b,37.2216,69.4975
b,6.5931,8.6336
b,6.5931,8.6336
b,31.5938,64.3716
b,6.5931,8.6336
b,36.6782,66.8033
b,6.5931,8.6336
b,6.5931,8.6336
b,6.5931,8.6336
b,6.5931,8.6336
b,6.5931,8.6336
b,37.9136,40.2172
b,33.6691,39.9684
b,37.9140,40.2172
b,38.6743,39.2232
b,8.0034,124.2839
b,36.8891,38.3521
b,34.1258,70.7133
b,34.8550,69.6492
b,36.2850,36.8511
b,32.3745,62.1164
b,33.1980,68.1080
b,32.9833,67.9667
b,29.1614,16.1390
b,14.6800,-6.0160
b,32.8925,13.1800
b,5.9506,43.5519
b,33.4091,68.2120
b,34.1074,64.3052
b,14.2917,44.4604
b,35.9446,68.7151
b,31.1167,64.2000
b,33.4239,69.3768
b,32.0849,66.0004
b,36.7081,71.5729
b,31.9149,67.6401
b,11.7940,41.0060
b,33.0373,40.2826
b,31.8209,64.5700
b,34.3454,44.4669
b,29.0220,61.4520
b,37.6073,42.7478
b,35.9428,39.0519
b,33.6963,45.0778
b,32.6232,65.4579
b,36.7290,68.8570
b,36.1352,65.8297
b,34.5656,38.2877
b,35.9774,65.3783
b,35.8308,38.5364
b,36.0922,66.8585
b,34.6714,70.2094
b,33.4887,38.6556
b,34.0923,70.4690
b,32.6268,65.8733
b,35.2585,36.6090
b,34.2553,70.8657
b,37.3451,69.5338
b,15.0320,45.8283
b,35.1977,36.7324
b,1.1132,44.0297
b,38.4011,42.1078
b,37.4407,42.8524
b,36.4362,37.3030
b,33.4206,43.3078
b,38.7506,40.5542
b,35.9428,39.0519
b,34.9168,70.0952
b,36.3323,43.1384
b,31.5938,64.3716
b,32.4457,64.7449
b,36.6676,65.7529
b,33.8991,70.1008
b,11.8464,13.1603
b,13.6639,43.6873
b,34.0923,70.4690
b,34.1032,70.4607
b,36.3834,37.5661
b,36.8648,70.8342
b,35.1337,36.7613
b,35.3925,36.8756
b,33.5706,36.4046
b,32.6268,65.8733
b,34.2435,70.7285
b,3.5254,41.4991
b,33.8068,36.7398
b,33.7466,44.6437
b,36.3350,43.1189
b,36.4094,37.5796
b,31.5938,64.3716
b,36.3697,37.5149
b,36.7290,68.8570
b,31.6547,65.6494
b,30.9667,61.8833
b,16.1827,44.6261
b,13.5795,44.0209
b,13.4478,43.2699
b,34.8720,40.6390
b,16.1077,44.6801
b,3.9435,43.9418
b,4.3934,46.0882
b,16.8892,42.5511
b,17.5235,44.3095
b,16.7868,43.2018
b,16.1827,44.6261
b,32.3745,62.1164
b,33.5237,36.3318
b,13.3178,44.2801
b,36.6782,66.8033
b,21.3045,92.8555
b,2.6106,40.8863
b,11.5221,13.6856
b,32.9411,69.1800
b,34.7028,70.6019
b,6.6695,-0.7476
b,13.7228,43.5281
b,17.5204,43.5667
b,34.2265,37.2373
b,8.0034,124.2839
b,16.8892,42.5511
b,32.6241,36.1049
b,32.6357,62.4654
b,15.5591,44.9703
b,32.3008,65.0964
b,31.6323,64.2645
b,32.5215,67.4132
b,36.3455,43.1278
b,14.9316,45.5036
b,34.9504,70.0710
b,17.6723,43.5236
b,36.7854,71.0907
b,35.9202,64.7809
b,35.2581,43.4027
b,36.1170,42.2340
b,36.2060,37.1524
b,32.0849,66.0004
b,32.0849,66.0004
b,31.3918,64.3190
b,34.8832,38.8700
b,16.3210,42.8130
b,32.1058,66.9083
b,34.5195,65.2509
b,36.8620,66.1665
b,32.7670,22.6367
b,35.9694,65.8010
b,37.5139,42.4543
b,35.9428,39.0519
b,35.0113,37.0510
b,8.0034,124.2839
b,34.2707,41.8123
b,3.8500,30.7700
b,1.6298,44.5196
b,32.7076,69.2784
b,31.8209,64.5700
b,31.3918,64.3190
b,34.1061,68.5794
b,33.6403,69.8167
b,31.5938,64.3716
b,33.6896,64.8531
b,30.9667,61.8833
b,34.1875,70.8233
b,32.7933,69.0866
b,33.6403,69.8167
b,31.6133,65.7101
b,12.1131,12.8274
b,34.0923,70.4690
b,33.9683,36.6594
b,14.9337,45.9010
b,35.4395,36.5361
b,31.6547,65.6494
b,3.8519,45.5651
b,2.8140,46.1351
b,32.1358,20.0785
b,32.6268,65.8733
b,17.4933,44.1277
b,11.7470,11.9608
b,11.0819,40.0176
b,6.5931,8.6336
b,32.9280,65.4813
b,36.0426,41.7163
b,13.5755,44.0380
b,8.0034,124.2839
b,8.0034,124.2839
b,34.1258,70.7133
b,16.1641,44.7769
b,35.9774,65.3783
b,34.1032,70.4607
b,16.3210,42.8130
b,34.1034,70.2447
b,34.1732,69.6410
b,31.8209,64.5700
b,36.3350,43.1189
b,32.8500,13.1667
b,32.7549,13.1427
b,32.8444,13.1908
b,36.6185,37.7682
b,16.1077,44.6801
b,-23.3572,45.9364
b,34.1258,70.7133
b,34.6714,70.2094
b,13.1991,43.2749
b,34.0397,70.9300
b,34.1258,70.7133
b,34.5470,70.2444
b,15.7557,44.5705
b,30.8944,66.4681
b,36.1352,65.8297
b,11.7940,41.0060
b,13.3550,43.5284
b,36.3350,43.1189
b,33.5706,36.4046
b,13.3657,43.5898
b,36.3455,43.1278
b,37.3451,69.5338
b,35.2019,43.2723
b,8.0082,124.1899
b,33.5508,68.4225
b,36.1560,37.7093
b,35.5839,63.3290
b,36.2154,65.9325
b,33.5508,68.4225
b,36.3960,43.1506
b,33.4582,69.9950
b,37.1166,70.5800
b,36.3513,43.0928
b,34.1032,70.4607
b,16.2306,44.5848
b,34.2774,70.3618
b,16.2306,44.5848
b,35.1337,36.7613
b,32.6357,62.4654
b,34.1032,70.4607
b,34.8427,36.7267
b,36.3350,43.1189
b,17.5667,43.4000
b,34.1300,42.3896
b,35.6149,69.4652
b,32.5215,67.4132
b,34.9292,43.4888
b,18.0310,81.3220
b,36.5258,37.9510
b,36.2310,38.0213
b,12.9895,43.4733
b,4.5833,34.1283
b,36.3323,43.1384
b,31.5938,64.3716
b,16.1077,44.6801
b,8.5400,30.0100
b,35.9428,39.0519
b,31.1167,64.2000
b,36.3350,43.1189
b,32.6241,36.1049
b,31.5938,64.3716
b,32.4031,64.4696
b,32.0728,64.8359
b,36.6802,42.3958
b,35.6901,42.5490
b,16.4368,45.1727
b,11.1390,22.9660
b,33.8514,42.5487
b,13.3195,43.2448
b,36.3072,43.1999
b,34.2707,41.8123
b,16.7818,43.2157
b,-22.9000,44.5333
b,34.1032,70.4607
b,32.6241,36.1049
b,33.5706,36.4046
b,31.5938,64.3716
b,36.2154,65.9325
b,16.7117,44.8477
b,36.3809,42.4674
b,32.0728,64.8359
b,34.1915,42.0313
b,36.3960,43.1506
b,15.4306,45.0142
b,13.3647,44.4905
b,36.3960,43.1506
b,36.3550,43.1550
b,36.3072,43.1999
b,13.4739,43.8881
b,36.3072,43.1999
b,15.0172,45.7336
b,36.3072,43.1999
b,36.2169,43.1007
b,36.3350,43.1189
b,36.3723,43.1964
b,31.5938,64.3716
b,36.3072,43.1999
b,34.0923,70.4690
b,16.4368,45.1727
b,33.9798,44.9362
b,34.9596,69.6186
b,32.5099,68.8560
b,16.7181,44.2401
b,34.8731,71.1470
b,34.8914,71.1697
b,33.6366,42.8277
b,37.5139,42.4543
b,11.2842,49.1816
b,37.1812,44.4055
b,35.3319,40.1461
b,32.6232,65.4579
b,32.2174,67.5673
b,14.7326,0.9109
b,8.0034,124.2839
b,31.5666,67.0500
b,31.6323,64.2645
b,31.0988,34.1358
b,8.1972,32.1500
b,34.4265,70.4515
b,32.6268,65.8733
b,32.6241,36.1049
b,37.9284,41.9353
b,37.9284,41.9353
b,35.9532,39.0157
b,32.0728,64.8359
b,35.9428,39.0519
b,33.5172,36.2767
b,35.0113,37.0510
b,32.8201,67.7693
b,-7.7218,38.9375
b,35.8659,43.2974
b,31.3918,64.3190
b,8.0034,124.2839
b,16.1077,44.6801
b,34.5195,65.2509
b,37.1166,70.5800
b,33.5974,69.2259
b,34.3482,62.1997
b,34.4265,70.4515
b,34.5167,69.1833
b,35.0164,69.3445
b,35.9213,64.7841
b,35.9446,68.7151
b,34.9874,63.1289
b,32.1058,66.9083
b,34.1561,36.4219
b,33.6403,69.8167
b,34.1180,70.4340
b,34.5195,65.2509
b,33.6896,64.8531
b,36.0353,68.6454
b,33.7917,69.9094
b,37.0704,69.2984
b,36.3455,43.1278
b,0.4966,29.4654
b,31.5938,64.3716
b,33.7917,69.6736
b,8.0034,124.2839
b,8.0034,124.2839
b,8.0034,124.2839
b,34.0923,70.4690
b,36.7290,68.8570
b,35.9428,39.0519
b,36.0426,41.7163
b,32.6268,65.8733
b,34.9168,70.0952
b,12.1167,37.7833
b,34.0004,68.7135
b,35.9446,68.7151
b,37.5139,42.4543
b,-6.4167,22.0352
b,35.5729,42.7339
b,37.0700,40.6540
b,-6.4167,22.0352
b,-6.4167,22.0352
b,32.6268,65.8733
b,35.9428,39.0519
b,8.0569,47.0933
b,32.4269,65.6371
b,34.1258,70.7133
b,34.1258,70.7133
b,15.0172,45.7336
b,34.2409,70.1827
b,32.4269,65.6371
b,36.3513,43.0928
b,36.3455,43.1278
b,32.0290,20.0162
b,34.2707,41.8123
b,10.0667,34.5333
b,8.2200,30.2200
b,32.7531,35.9131
b,36.3350,43.1189
b,36.0719,39.8081
b,36.8648,70.8342
b,33.2874,69.9128
b,13.8828,45.8686
b,35.7839,37.4998
b,36.3479,37.5294
b,33.6150,36.1818
b,11.5032,11.9367
b,34.1300,42.3896
b,13.3301,13.4608
b,9.3333,36.1667
b,14.8007,45.7189
b,34.1959,43.8857
b,31.1167,64.2000
b,35.7258,63.7894
b,34.8351,40.6682
b,31.5938,64.3716
b,7.6167,47.8333
b,31.5938,64.3716
b,31.7333,65.1333
b,35.4129,37.1577
b,35.2700,37.1992
b,35.1337,36.7613
b,31.5938,64.3716
b,32.6268,65.8733
b,31.8209,64.5700
b,34.4265,70.4515
b,38.5000,41.0333
b,32.6268,65.8733
b,32.6268,65.8733
b,36.3513,43.0928
b,32.7334,66.2678
b,32.0333,65.1339
b,35.1337,36.7613
b,32.1764,66.5127
b,34.7300,36.7197
b,35.3319,40.1461
b,8.0034,124.2839
b,8.0034,124.2839
b,8.0034,124.2839
b,32.6268,65.8733
b,31.5939,64.3383
b,36.6782,66.8033
b,35.2637,37.3735
b,37.9136,40.2172
b,37.5139,42.4543
b,36.1352,65.8297
b,11.5221,13.6856
b,36.4326,64.9207
b,32.6232,65.4579
b,36.0426,41.7163
b,31.1167,64.2000
b,36.6830,69.1130
b,32.0849,66.0004
b,34.1258,70.7133
b,30.6043,32.2723
b,33.5974,69.2259
b,33.7917,69.6736
b,31.9850,65.4728
b,35.9428,39.0519
b,35.9428,39.0519
b,34.2001,70.2781
b,-1.1369,41.2174
b,33.7853,63.2474
b,8.0034,124.2839
b,8.0034,124.2839
b,34.5656,38.2877
b,34.5129,70.5647
b,34.0923,70.4690
b,35.2781,36.6065
b,35.8744,38.6399
b,36.3455,43.1278
b,36.7081,71.5729
b,32.6268,65.8733
b,-6.4167,22.0352
b,-1.1192,28.9091
b,33.5925,42.6161
b,34.9292,43.4888
b,35.8279,38.6549
b,34.9292,43.4888
b,35.6728,71.3434
b,32.4878,62.0576
b,39.0992,39.5435
b,31.6323,64.2645
b,7.9333,41.0667
b,34.1032,70.4607
b,15.0172,45.7336
b,31.6133,65.7101
b,36.3455,43.1278
b,35.3319,40.1461
b,36.3350,43.1189
b,36.1201,68.6819
b,35.9774,65.3783
b,32.6268,65.8733
b,32.7777,36.0021
b,34.5655,71.4774
b,32.6241,36.1049
b,31.5938,64.3716
b,36.5258,37.9510
b,34.1032,70.4607
b,34.2720,70.5679
b,14.1057,45.4481
b,36.3072,43.1999
b,32.6268,65.8733
b,37.3051,44.5742
b,21.3580,17.0010
b,13.3289,44.2171
b,0.7388,29.7930
b,13.4612,43.5043
b,31.6133,65.7101
b,32.9280,65.4813
b,34.2553,70.8657
b,32.3745,62.1164
b,39.5469,44.0842
b,10.0167,38.4500
b,33.5508,68.4225
b,32.7334,66.2678
b,30.1833,66.1000
b,4.5056,20.9406
b,18.8000,1.9500
b,31.6323,64.2645
b,31.5211,64.1176
b,33.3029,62.1474
b,34.0923,70.4690
b,34.9292,43.4888
b,34.9864,68.7083
b,32.8557,66.0081
b,8.0034,124.2839
b,34.7038,70.1537
b,17.5760,43.3246
b,17.4933,44.1277
b,33.5508,68.4225
b,5.5263,7.4896
b,32.7911,65.4893
b,32.6096,65.9238
b,32.6268,65.8733
b,32.6268,65.8733
b,11.8464,13.1603
b,31.1167,64.2000
b,35.7258,63.7882
b,37.5744,43.7408
b,35.2581,43.4027
b,35.9694,65.8010
b,32.6232,65.4579
b,36.1352,65.8297
b,35.9694,65.8010
b,2.0480,45.3200
b,31.5938,64.3716
b,33.9953,69.0227
b,35.9446,68.7151
b,34.8832,38.8700
b,36.5220,37.0383
b,31.5462,65.4600
b,33.1980,68.1080
b,36.6782,66.8033
b,36.7090,67.1109
b,6.5374,21.9914
b,35.9774,65.3783
b,-3.0350,28.9800
b,14.5400,44.8321
b,31.6323,64.2645
b,36.3350,43.1189
b,32.0849,66.0004
b,8.0034,124.2839
b,35.9213,64.7841
b,32.6232,65.4579
b,34.8833,44.6333
b,34.5195,65.2509
b,33.5508,68.4225
b,6.8647,124.4417
b,32.6232,65.4579
b,34.2774,70.3618
b,32.6232,65.4579
b,33.5388,36.3653
b,33.5112,36.4433
b,33.5186,36.3632
b,33.5284,36.3524
b,-6.4167,22.0352
b,11.2500,13.4167
b,33.4206,43.3078
b,-1.1093,28.9378
b,36.2909,42.4036
b,37.5139,42.4543
b,32.4350,13.6332
b,35.9428,39.0519
b,2.4183,41.8411
b,34.0923,70.4690
b,34.2409,70.1827
b,34.4120,70.2963
b,33.3246,68.4407
b,-1.2408,41.5395
b,15.7947,44.5414
b,15.7947,44.5414
b,34.3233,71.3911
b,36.3350,43.1189
b,35.4973,43.2365
b,13.4478,43.2699
b,34.3233,71.3911
b,36.3391,42.4469
b,36.3513,43.0928
b,-4.4500,15.0600
b,32.8355,35.9718
b,36.3323,43.1384
b,36.3081,43.1481
b,34.1258,70.7133
b,34.1032,70.4607
b,-7.2167,22.3167
b,32.0728,64.8359
b,36.3697,37.5149
b,36.3350,43.1189
b,32.6268,65.8733
b,12.2829,14.4724
b,31.5938,64.3716
b,33.6117,36.1397
b,34.8714,62.5483
b,9.0400,31.2700
b,13.4478,43.2699
b,32.6357,62.4654
b,34.4689,41.9165
b,6.4928,121.9977
b,35.4428,37.5199
b,32.0728,64.8359
b,35.3319,40.1461
b,-0.0740,42.5719
b,11.1222,13.5100
b,36.2060,37.1524
b,32.6268,65.8733
b,35.2496,37.5044
b,8.9000,26.9500
b,32.7631,68.3972
b,32.6232,65.4579
b,36.7290,68.8570
b,36.6782,66.8033
b,33.7917,69.6736
b,33.6403,69.8167
b,32.6268,65.8733
b,6.8647,124.4417
b,36.3550,43.1550
b,13.2683,43.5099
b,35.6875,64.2932
b,31.6547,65.6494
b,33.3029,62.1474
b,31.3918,64.3190
b,36.0506,39.0162
b,8.0034,124.2839
b,32.6268,65.8733
b,33.1242,35.8264
b,34.2707,41.8123
b,36.3960,43.1506
b,32.6241,36.1049
b,36.3455,43.1278
b,32.6268,65.8733
b,34.3560,68.8036
b,-5.5758,12.1871
b,19.0813,82.0213
b,33.9953,69.0227
b,34.9844,70.9051
b,34.1258,70.7133
b,32.3823,66.3382
b,36.5295,71.3441
b,-6.4167,22.0352
b,36.1315,38.9659
b,-5.5758,12.1871
b,13.3195,43.2448
b,-8.4667,22.4000
b,33.9953,69.0227
b,34.7391,40.7454
b,32.4878,62.0576
b,34.2001,70.2781
b,-1.3007,41.4217
b,36.3350,43.1189
b,36.3282,43.1011
