Year,Country of Origin (ISO),Country of Origin,Country of Asylum,Country of Asylum (ISO),Country of Resettlement (ISO),Country of Resettlement,Total departures (persons)
"2017,MMR,""Myanmar"",-,""-"",USA,""United States of America"",3370"
"2017,IRN,""Iran (Islamic Rep. of)"",-,""-"",NZL,""New Zealand"",42"
"2017,IRQ,""Iraq"",-,""-"",LUX,""Luxembourg"",2"
"2017,AFG,""Afghanistan"",-,""-"",NOR,""Norway"",3"
"2017,ERI,""Eritrea"",-,""-"",NOR,""Norway"",7"
"2017,SDN,""Sudan"",-,""-"",PRT,""Portugal"",5"
"2017,COD,""Dem. Rep. of the Congo"",-,""-"",SWE,""Sweden"",527"
"2017,ERI,""Eritrea"",-,""-"",GBR,""United Kingdom of Great Britain and Northern Ireland"",16"
"2017,SYR,""Syrian Arab Rep."",-,""-"",GBR,""United Kingdom of Great Britain and Northern Ireland"",4850"
"2017,SYR,""Syrian Arab Rep."",-,""-"",AUT,""Austria"",379"
"2017,COD,""Dem. Rep. of the Congo"",-,""-"",AUS,""Australia"",371"
"2017,SOM,""Somalia"",-,""-"",DEU,""Germany"",7"
"2017,SYR,""Syrian Arab Rep."",-,""-"",CHL,""Chile"",66"
"2017,SYR,""Syrian Arab Rep."",-,""-"",NOR,""Norway"",2670"
"2017,MMR,""Myanmar"",-,""-"",AUS,""Australia"",1084"
"2017,SDN,""Sudan"",-,""-"",NOR,""Norway"",10"
"2017,AFG,""Afghanistan"",-,""-"",USA,""United States of America"",702"
"2017,MMR,""Myanmar"",-,""-"",NOR,""Norway"",6"
"2017,SDN,""Sudan"",-,""-"",FRA,""France"",40"
"2017,SOM,""Somalia"",-,""-"",NOR,""Norway"",13"
"2017,IRQ,""Iraq"",-,""-"",MCO,""Monaco"",23"
"2017,SOM,""Somalia"",-,""-"",FIN,""Finland"",13"
"2017,BTN,""Bhutan"",-,""-"",NZL,""New Zealand"",26"
"2017,IRN,""Iran (Islamic Rep. of)"",-,""-"",FIN,""Finland"",1"
"2017,IRQ,""Iraq"",-,""-"",CAN,""Canada"",765"
"2017,SOM,""Somalia"",-,""-"",SVK,""Slovakia"",4"
"2017,IRN,""Iran (Islamic Rep. of)"",-,""-"",NLD,""Netherlands"",5"
"2017,IRN,""Iran (Islamic Rep. of)"",-,""-"",CAN,""Canada"",127"
"2017,IRQ,""Iraq"",-,""-"",IRL,""Ireland"",12"
"2017,AFG,""Afghanistan"",-,""-"",GBR,""United Kingdom of Great Britain and Northern Ireland"",35"
"2017,SOM,""Somalia"",-,""-"",AUS,""Australia"",102"
"2017,COD,""Dem. Rep. of the Congo"",-,""-"",NZL,""New Zealand"",8"
"2017,ERI,""Eritrea"",-,""-"",FRA,""France"",44"
"2017,SYR,""Syrian Arab Rep."",-,""-"",FRA,""France"",2279"
"2017,SDN,""Sudan"",-,""-"",CAN,""Canada"",100"
"2017,SYR,""Syrian Arab Rep."",-,""-"",DNK,""Denmark"",5"
"2017,SYR,""Syrian Arab Rep."",-,""-"",AUS,""Australia"",134"
"2017,SYR,""Syrian Arab Rep."",-,""-"",ISL,""Iceland"",47"
"2017,IRN,""Iran (Islamic Rep. of)"",-,""-"",AUS,""Australia"",35"
"2017,SOM,""Somalia"",-,""-"",CAN,""Canada"",235"
"2017,SYR,""Syrian Arab Rep."",-,""-"",NLD,""Netherlands"",2221"
"2017,IRQ,""Iraq"",-,""-"",USA,""United States of America"",1844"
"2017,AFG,""Afghanistan"",-,""-"",SWE,""Sweden"",203"
"2017,ERI,""Eritrea"",-,""-"",NLD,""Netherlands"",2"
"2017,IRQ,""Iraq"",-,""-"",AUS,""Australia"",314"
"2017,COD,""Dem. Rep. of the Congo"",-,""-"",FRA,""France"",18"
"2017,ERI,""Eritrea"",-,""-"",USA,""United States of America"",1676"
"2017,SYR,""Syrian Arab Rep."",-,""-"",LUX,""Luxembourg"",179"
